,Lat/Long,MaxEirp,Lat,Long,geometry
1268,"-96.882045,32.754708",36.0,32.754708,-96.882045,POINT (-96.882045 32.754708)
1269,"-96.882095,32.759189",36.0,32.759189,-96.882095,POINT (-96.882095 32.759189)
1270,"-96.882145,32.763671",36.0,32.763671,-96.882145,POINT (-96.882145 32.763671)
1271,"-96.882195,32.768153",36.0,32.768153,-96.882195,POINT (-96.882195 32.768153)
1272,"-96.882245,32.772634",36.0,32.772634,-96.882245,POINT (-96.882245 32.772634)
1273,"-96.882294,32.777116",36.0,32.777116,-96.882294,POINT (-96.882294 32.777116)
1274,"-96.882344,32.781597",36.0,32.781597,-96.882344,POINT (-96.882344 32.781597)
1275,"-96.882394,32.786079",36.0,32.786079,-96.882394,POINT (-96.882394 32.786079)
1276,"-96.882444,32.79056",36.0,32.79056,-96.882444,POINT (-96.882444 32.79056)
1277,"-96.882494,32.795042",36.0,32.795042,-96.882494,POINT (-96.882494 32.795042)
1278,"-96.882544,32.799523",36.0,32.799523,-96.882544,POINT (-96.882544 32.799523)
1279,"-96.882594,32.804005",36.0,32.804005,-96.882594,POINT (-96.882594 32.804005)
1280,"-96.882643,32.808486",36.0,32.808486,-96.882643,POINT (-96.882643 32.808486)
1281,"-96.882693,32.812967",36.0,32.812967,-96.882693,POINT (-96.882693 32.812967)
1282,"-96.882743,32.817449",36.0,32.817449,-96.882743,POINT (-96.882743 32.817449)
1283,"-96.882793,32.82193",36.0,32.82193,-96.882793,POINT (-96.882793 32.82193)
1284,"-96.882843,32.826411",36.0,32.826411,-96.882843,POINT (-96.882843 32.826411)
1285,"-96.882893,32.830892",36.0,32.830892,-96.882893,POINT (-96.882893 32.830892)
1286,"-96.882943,32.835374",36.0,32.835374,-96.882943,POINT (-96.882943 32.835374)
1287,"-96.882993,32.839855",36.0,32.839855,-96.882993,POINT (-96.882993 32.839855)
1288,"-96.883043,32.844336",35.671995,32.844336,-96.883043,POINT (-96.883043 32.844336)
1289,"-96.883093,32.848817",36.0,32.848817,-96.883093,POINT (-96.883093 32.848817)
1290,"-96.883143,32.853298",36.0,32.853298,-96.883143,POINT (-96.883143 32.853298)
1291,"-96.883192,32.857779",36.0,32.857779,-96.883192,POINT (-96.883192 32.857779)
1292,"-96.883242,32.86226",36.0,32.86226,-96.883242,POINT (-96.883242 32.86226)
1293,"-96.883292,32.866741",36.0,32.866741,-96.883292,POINT (-96.883292 32.866741)
1294,"-96.883342,32.871222",36.0,32.871222,-96.883342,POINT (-96.883342 32.871222)
1295,"-96.883392,32.875703",36.0,32.875703,-96.883392,POINT (-96.883392 32.875703)
1296,"-96.883442,32.880183",36.0,32.880183,-96.883442,POINT (-96.883442 32.880183)
1297,"-96.883492,32.884664",36.0,32.884664,-96.883492,POINT (-96.883492 32.884664)
1298,"-96.883542,32.889145",36.0,32.889145,-96.883542,POINT (-96.883542 32.889145)
1299,"-96.883592,32.893626",36.0,32.893626,-96.883592,POINT (-96.883592 32.893626)
1300,"-96.883642,32.898107",36.0,32.898107,-96.883642,POINT (-96.883642 32.898107)
1301,"-96.883692,32.902587",36.0,32.902587,-96.883692,POINT (-96.883692 32.902587)
1302,"-96.883742,32.907068",36.0,32.907068,-96.883742,POINT (-96.883742 32.907068)
1303,"-96.883792,32.911549",36.0,32.911549,-96.883792,POINT (-96.883792 32.911549)
1304,"-96.883842,32.916029",36.0,32.916029,-96.883842,POINT (-96.883842 32.916029)
1305,"-96.883892,32.92051",36.0,32.92051,-96.883892,POINT (-96.883892 32.92051)
1306,"-96.883942,32.92499",36.0,32.92499,-96.883942,POINT (-96.883942 32.92499)
1307,"-96.883992,32.929471",36.0,32.929471,-96.883992,POINT (-96.883992 32.929471)
1308,"-96.884042,32.933951",36.0,32.933951,-96.884042,POINT (-96.884042 32.933951)
1309,"-96.884092,32.938432",36.0,32.938432,-96.884092,POINT (-96.884092 32.938432)
1310,"-96.884142,32.942912",36.0,32.942912,-96.884142,POINT (-96.884142 32.942912)
1311,"-96.886711,32.691919",16.053419,32.691919,-96.886711,POINT (-96.886711 32.691919)
1312,"-96.886761,32.696401",36.0,32.696401,-96.886761,POINT (-96.886761 32.696401)
1313,"-96.886811,32.700883",36.0,32.700883,-96.886811,POINT (-96.886811 32.700883)
1314,"-96.886861,32.705365",36.0,32.705365,-96.886861,POINT (-96.886861 32.705365)
1315,"-96.886911,32.709847",36.0,32.709847,-96.886911,POINT (-96.886911 32.709847)
1316,"-96.886961,32.714329",36.0,32.714329,-96.886961,POINT (-96.886961 32.714329)
1317,"-96.887012,32.718811",25.760893,32.718811,-96.887012,POINT (-96.887012 32.718811)
1318,"-96.887062,32.723293",36.0,32.723293,-96.887062,POINT (-96.887062 32.723293)
1319,"-96.887112,32.727775",36.0,32.727775,-96.887112,POINT (-96.887112 32.727775)
1320,"-96.887162,32.732257",36.0,32.732257,-96.887162,POINT (-96.887162 32.732257)
1321,"-96.887212,32.736739",36.0,32.736739,-96.887212,POINT (-96.887212 32.736739)
1322,"-96.887262,32.741221",36.0,32.741221,-96.887262,POINT (-96.887262 32.741221)
1323,"-96.887312,32.745703",36.0,32.745703,-96.887312,POINT (-96.887312 32.745703)
1324,"-96.887362,32.750184",36.0,32.750184,-96.887362,POINT (-96.887362 32.750184)
1325,"-96.887412,32.754666",36.0,32.754666,-96.887412,POINT (-96.887412 32.754666)
1326,"-96.887462,32.759148",36.0,32.759148,-96.887462,POINT (-96.887462 32.759148)
1327,"-96.887513,32.763629",36.0,32.763629,-96.887513,POINT (-96.887513 32.763629)
1328,"-96.887563,32.768111",36.0,32.768111,-96.887563,POINT (-96.887563 32.768111)
1329,"-96.887613,32.772593",36.0,32.772593,-96.887613,POINT (-96.887613 32.772593)
1330,"-96.887663,32.777074",36.0,32.777074,-96.887663,POINT (-96.887663 32.777074)
1331,"-96.887713,32.781556",36.0,32.781556,-96.887713,POINT (-96.887713 32.781556)
1332,"-96.887763,32.786037",36.0,32.786037,-96.887763,POINT (-96.887763 32.786037)
1333,"-96.887813,32.790519",36.0,32.790519,-96.887813,POINT (-96.887813 32.790519)
1334,"-96.887864,32.795",36.0,32.795,-96.887864,POINT (-96.887864 32.795)
1335,"-96.887914,32.799482",36.0,32.799482,-96.887914,POINT (-96.887914 32.799482)
1336,"-96.887964,32.803963",36.0,32.803963,-96.887964,POINT (-96.887964 32.803963)
1337,"-96.888014,32.808444",36.0,32.808444,-96.888014,POINT (-96.888014 32.808444)
1338,"-96.888064,32.812926",36.0,32.812926,-96.888064,POINT (-96.888064 32.812926)
1339,"-96.888115,32.817407",36.0,32.817407,-96.888115,POINT (-96.888115 32.817407)
1340,"-96.888165,32.821888",36.0,32.821888,-96.888165,POINT (-96.888165 32.821888)
1341,"-96.888215,32.826369",36.0,32.826369,-96.888215,POINT (-96.888215 32.826369)
1342,"-96.888265,32.830851",36.0,32.830851,-96.888265,POINT (-96.888265 32.830851)
1343,"-96.888315,32.835332",36.0,32.835332,-96.888315,POINT (-96.888315 32.835332)
1344,"-96.888366,32.839813",36.0,32.839813,-96.888366,POINT (-96.888366 32.839813)
1345,"-96.888416,32.844294",36.0,32.844294,-96.888416,POINT (-96.888416 32.844294)
1346,"-96.888466,32.848775",34.832837,32.848775,-96.888466,POINT (-96.888466 32.848775)
1347,"-96.888516,32.853256",36.0,32.853256,-96.888516,POINT (-96.888516 32.853256)
1348,"-96.888567,32.857737",36.0,32.857737,-96.888567,POINT (-96.888567 32.857737)
1349,"-96.888617,32.862218",36.0,32.862218,-96.888617,POINT (-96.888617 32.862218)
1350,"-96.888667,32.866699",36.0,32.866699,-96.888667,POINT (-96.888667 32.866699)
1351,"-96.888717,32.87118",36.0,32.87118,-96.888717,POINT (-96.888717 32.87118)
1352,"-96.888768,32.875661",36.0,32.875661,-96.888768,POINT (-96.888768 32.875661)
1353,"-96.888818,32.880142",36.0,32.880142,-96.888818,POINT (-96.888818 32.880142)
1354,"-96.888868,32.884623",36.0,32.884623,-96.888868,POINT (-96.888868 32.884623)
1355,"-96.888918,32.889103",36.0,32.889103,-96.888918,POINT (-96.888918 32.889103)
1356,"-96.888969,32.893584",36.0,32.893584,-96.888969,POINT (-96.888969 32.893584)
1357,"-96.889019,32.898065",36.0,32.898065,-96.889019,POINT (-96.889019 32.898065)
1358,"-96.889069,32.902545",36.0,32.902545,-96.889069,POINT (-96.889069 32.902545)
1359,"-96.88912,32.907026",36.0,32.907026,-96.88912,POINT (-96.88912 32.907026)
1360,"-96.88917,32.911507",36.0,32.911507,-96.88917,POINT (-96.88917 32.911507)
1361,"-96.88922,32.915987",36.0,32.915987,-96.88922,POINT (-96.88922 32.915987)
1362,"-96.889271,32.920468",36.0,32.920468,-96.889271,POINT (-96.889271 32.920468)
1363,"-96.889321,32.924948",36.0,32.924948,-96.889321,POINT (-96.889321 32.924948)
1364,"-96.889371,32.929429",36.0,32.929429,-96.889371,POINT (-96.889371 32.929429)
1365,"-96.889422,32.933909",36.0,32.933909,-96.889422,POINT (-96.889422 32.933909)
1366,"-96.889472,32.93839",36.0,32.93839,-96.889472,POINT (-96.889472 32.93839)
1367,"-96.889522,32.94287",36.0,32.94287,-96.889522,POINT (-96.889522 32.94287)
1368,"-96.892074,32.691877",36.0,32.691877,-96.892074,POINT (-96.892074 32.691877)
1369,"-96.892124,32.696359",36.0,32.696359,-96.892124,POINT (-96.892124 32.696359)
1370,"-96.892175,32.700841",36.0,32.700841,-96.892175,POINT (-96.892175 32.700841)
1371,"-96.892225,32.705323",36.0,32.705323,-96.892225,POINT (-96.892225 32.705323)
1372,"-96.892275,32.709805",36.0,32.709805,-96.892275,POINT (-96.892275 32.709805)
1373,"-96.892326,32.714287",36.0,32.714287,-96.892326,POINT (-96.892326 32.714287)
1374,"-96.892376,32.718769",36.0,32.718769,-96.892376,POINT (-96.892376 32.718769)
1375,"-96.892427,32.723251",36.0,32.723251,-96.892427,POINT (-96.892427 32.723251)
1376,"-96.892477,32.727733",36.0,32.727733,-96.892477,POINT (-96.892477 32.727733)
1377,"-96.892527,32.732215",36.0,32.732215,-96.892527,POINT (-96.892527 32.732215)
1378,"-96.892578,32.736697",36.0,32.736697,-96.892578,POINT (-96.892578 32.736697)
1379,"-96.892628,32.741179",36.0,32.741179,-96.892628,POINT (-96.892628 32.741179)
1380,"-96.892679,32.745661",17.052597,32.745661,-96.892679,POINT (-96.892679 32.745661)
1381,"-96.892729,32.750142",36.0,32.750142,-96.892729,POINT (-96.892729 32.750142)
1382,"-96.892779,32.754624",36.0,32.754624,-96.892779,POINT (-96.892779 32.754624)
1383,"-96.89283,32.759106",36.0,32.759106,-96.89283,POINT (-96.89283 32.759106)
1384,"-96.89288,32.763587",36.0,32.763587,-96.89288,POINT (-96.89288 32.763587)
1385,"-96.892931,32.768069",36.0,32.768069,-96.892931,POINT (-96.892931 32.768069)
1386,"-96.892981,32.772551",36.0,32.772551,-96.892981,POINT (-96.892981 32.772551)
1387,"-96.893032,32.777032",36.0,32.777032,-96.893032,POINT (-96.893032 32.777032)
1388,"-96.893082,32.781514",36.0,32.781514,-96.893082,POINT (-96.893082 32.781514)
1389,"-96.893132,32.785995",36.0,32.785995,-96.893132,POINT (-96.893132 32.785995)
1390,"-96.893183,32.790477",36.0,32.790477,-96.893183,POINT (-96.893183 32.790477)
1391,"-96.893233,32.794958",36.0,32.794958,-96.893233,POINT (-96.893233 32.794958)
1392,"-96.893284,32.79944",36.0,32.79944,-96.893284,POINT (-96.893284 32.79944)
1393,"-96.893334,32.803921",36.0,32.803921,-96.893334,POINT (-96.893334 32.803921)
1394,"-96.893385,32.808402",36.0,32.808402,-96.893385,POINT (-96.893385 32.808402)
1395,"-96.893435,32.812884",36.0,32.812884,-96.893435,POINT (-96.893435 32.812884)
1396,"-96.893486,32.817365",36.0,32.817365,-96.893486,POINT (-96.893486 32.817365)
1397,"-96.893536,32.821846",36.0,32.821846,-96.893536,POINT (-96.893536 32.821846)
1398,"-96.893587,32.826327",36.0,32.826327,-96.893587,POINT (-96.893587 32.826327)
1399,"-96.893637,32.830809",36.0,32.830809,-96.893637,POINT (-96.893637 32.830809)
1400,"-96.893688,32.83529",36.0,32.83529,-96.893688,POINT (-96.893688 32.83529)
1401,"-96.893738,32.839771",36.0,32.839771,-96.893738,POINT (-96.893738 32.839771)
1402,"-96.893789,32.844252",36.0,32.844252,-96.893789,POINT (-96.893789 32.844252)
1403,"-96.893839,32.848733",34.723729,32.848733,-96.893839,POINT (-96.893839 32.848733)
1404,"-96.89389,32.853214",33.945366,32.853214,-96.89389,POINT (-96.89389 32.853214)
1405,"-96.893941,32.857695",36.0,32.857695,-96.893941,POINT (-96.893941 32.857695)
1406,"-96.893991,32.862176",36.0,32.862176,-96.893991,POINT (-96.893991 32.862176)
1407,"-96.894042,32.866657",36.0,32.866657,-96.894042,POINT (-96.894042 32.866657)
1408,"-96.894092,32.871138",36.0,32.871138,-96.894092,POINT (-96.894092 32.871138)
1409,"-96.894143,32.875619",36.0,32.875619,-96.894143,POINT (-96.894143 32.875619)
1410,"-96.894193,32.8801",36.0,32.8801,-96.894193,POINT (-96.894193 32.8801)
1411,"-96.894244,32.88458",36.0,32.88458,-96.894244,POINT (-96.894244 32.88458)
1412,"-96.894295,32.889061",36.0,32.889061,-96.894295,POINT (-96.894295 32.889061)
1413,"-96.894345,32.893542",36.0,32.893542,-96.894345,POINT (-96.894345 32.893542)
1414,"-96.894396,32.898023",33.432853,32.898023,-96.894396,POINT (-96.894396 32.898023)
1415,"-96.894446,32.902503",36.0,32.902503,-96.894446,POINT (-96.894446 32.902503)
1416,"-96.894497,32.906984",36.0,32.906984,-96.894497,POINT (-96.894497 32.906984)
1417,"-96.894548,32.911465",36.0,32.911465,-96.894548,POINT (-96.894548 32.911465)
1418,"-96.894598,32.915945",36.0,32.915945,-96.894598,POINT (-96.894598 32.915945)
1419,"-96.894649,32.920426",36.0,32.920426,-96.894649,POINT (-96.894649 32.920426)
1420,"-96.894699,32.924906",36.0,32.924906,-96.894699,POINT (-96.894699 32.924906)
1421,"-96.89475,32.929387",36.0,32.929387,-96.89475,POINT (-96.89475 32.929387)
1422,"-96.894801,32.933867",36.0,32.933867,-96.894801,POINT (-96.894801 32.933867)
1423,"-96.894851,32.938348",36.0,32.938348,-96.894851,POINT (-96.894851 32.938348)
1424,"-96.894902,32.942828",36.0,32.942828,-96.894902,POINT (-96.894902 32.942828)
1425,"-96.897437,32.691835",36.0,32.691835,-96.897437,POINT (-96.897437 32.691835)
1426,"-96.897487,32.696317",36.0,32.696317,-96.897487,POINT (-96.897487 32.696317)
1427,"-96.897538,32.700799",36.0,32.700799,-96.897538,POINT (-96.897538 32.700799)
1428,"-96.897589,32.705281",36.0,32.705281,-96.897589,POINT (-96.897589 32.705281)
1429,"-96.897639,32.709763",36.0,32.709763,-96.897639,POINT (-96.897639 32.709763)
1430,"-96.89769,32.714245",36.0,32.714245,-96.89769,POINT (-96.89769 32.714245)
1431,"-96.897741,32.718727",36.0,32.718727,-96.897741,POINT (-96.897741 32.718727)
1432,"-96.897791,32.723209",36.0,32.723209,-96.897791,POINT (-96.897791 32.723209)
1433,"-96.897842,32.727691",36.0,32.727691,-96.897842,POINT (-96.897842 32.727691)
1434,"-96.897893,32.732173",36.0,32.732173,-96.897893,POINT (-96.897893 32.732173)
1435,"-96.897944,32.736655",36.0,32.736655,-96.897944,POINT (-96.897944 32.736655)
1436,"-96.897994,32.741137",36.0,32.741137,-96.897994,POINT (-96.897994 32.741137)
1437,"-96.898045,32.745618",36.0,32.745618,-96.898045,POINT (-96.898045 32.745618)
1438,"-96.898096,32.7501",36.0,32.7501,-96.898096,POINT (-96.898096 32.7501)
1439,"-96.898146,32.754582",36.0,32.754582,-96.898146,POINT (-96.898146 32.754582)
1440,"-96.898197,32.759063",36.0,32.759063,-96.898197,POINT (-96.898197 32.759063)
1441,"-96.898248,32.763545",36.0,32.763545,-96.898248,POINT (-96.898248 32.763545)
1442,"-96.898299,32.768027",36.0,32.768027,-96.898299,POINT (-96.898299 32.768027)
1443,"-96.898349,32.772508",36.0,32.772508,-96.898349,POINT (-96.898349 32.772508)
1444,"-96.8984,32.77699",36.0,32.77699,-96.8984,POINT (-96.8984 32.77699)
1445,"-96.898451,32.781472",36.0,32.781472,-96.898451,POINT (-96.898451 32.781472)
1446,"-96.898502,32.785953",36.0,32.785953,-96.898502,POINT (-96.898502 32.785953)
1447,"-96.898552,32.790434",36.0,32.790434,-96.898552,POINT (-96.898552 32.790434)
1448,"-96.898603,32.794916",36.0,32.794916,-96.898603,POINT (-96.898603 32.794916)
1449,"-96.898654,32.799397",36.0,32.799397,-96.898654,POINT (-96.898654 32.799397)
1450,"-96.898705,32.803879",36.0,32.803879,-96.898705,POINT (-96.898705 32.803879)
1451,"-96.898755,32.80836",36.0,32.80836,-96.898755,POINT (-96.898755 32.80836)
1452,"-96.898806,32.812841",36.0,32.812841,-96.898806,POINT (-96.898806 32.812841)
1453,"-96.898857,32.817323",36.0,32.817323,-96.898857,POINT (-96.898857 32.817323)
1454,"-96.898908,32.821804",36.0,32.821804,-96.898908,POINT (-96.898908 32.821804)
1455,"-96.898959,32.826285",36.0,32.826285,-96.898959,POINT (-96.898959 32.826285)
1456,"-96.89901,32.830766",36.0,32.830766,-96.89901,POINT (-96.89901 32.830766)
1457,"-96.89906,32.835248",36.0,32.835248,-96.89906,POINT (-96.89906 32.835248)
1458,"-96.899111,32.839729",36.0,32.839729,-96.899111,POINT (-96.899111 32.839729)
1459,"-96.899162,32.84421",36.0,32.84421,-96.899162,POINT (-96.899162 32.84421)
1460,"-96.899213,32.848691",36.0,32.848691,-96.899213,POINT (-96.899213 32.848691)
1461,"-96.899264,32.853172",36.0,32.853172,-96.899264,POINT (-96.899264 32.853172)
1462,"-96.899315,32.857653",36.0,32.857653,-96.899315,POINT (-96.899315 32.857653)
1463,"-96.899365,32.862134",36.0,32.862134,-96.899365,POINT (-96.899365 32.862134)
1464,"-96.899416,32.866615",36.0,32.866615,-96.899416,POINT (-96.899416 32.866615)
1465,"-96.899467,32.871096",36.0,32.871096,-96.899467,POINT (-96.899467 32.871096)
1466,"-96.899518,32.875577",36.0,32.875577,-96.899518,POINT (-96.899518 32.875577)
1467,"-96.899569,32.880057",36.0,32.880057,-96.899569,POINT (-96.899569 32.880057)
1468,"-96.89962,32.884538",36.0,32.884538,-96.89962,POINT (-96.89962 32.884538)
1469,"-96.899671,32.889019",36.0,32.889019,-96.899671,POINT (-96.899671 32.889019)
1470,"-96.899722,32.8935",36.0,32.8935,-96.899722,POINT (-96.899722 32.8935)
1471,"-96.899773,32.89798",-22.631659,32.89798,-96.899773,POINT (-96.899773 32.89798)
1472,"-96.899823,32.902461",36.0,32.902461,-96.899823,POINT (-96.899823 32.902461)
1473,"-96.899874,32.906942",36.0,32.906942,-96.899874,POINT (-96.899874 32.906942)
1474,"-96.899925,32.911422",36.0,32.911422,-96.899925,POINT (-96.899925 32.911422)
1475,"-96.899976,32.915903",36.0,32.915903,-96.899976,POINT (-96.899976 32.915903)
1476,"-96.900027,32.920384",36.0,32.920384,-96.900027,POINT (-96.900027 32.920384)
1477,"-96.900078,32.924864",36.0,32.924864,-96.900078,POINT (-96.900078 32.924864)
1478,"-96.900129,32.929345",36.0,32.929345,-96.900129,POINT (-96.900129 32.929345)
1479,"-96.90018,32.933825",36.0,32.933825,-96.90018,POINT (-96.90018 32.933825)
1480,"-96.900231,32.938306",36.0,32.938306,-96.900231,POINT (-96.900231 32.938306)
1481,"-96.900282,32.942786",36.0,32.942786,-96.900282,POINT (-96.900282 32.942786)
1482,"-96.9028,32.691792",36.0,32.691792,-96.9028,POINT (-96.9028 32.691792)
1483,"-96.902851,32.696274",36.0,32.696274,-96.902851,POINT (-96.902851 32.696274)
1484,"-96.902901,32.700756",36.0,32.700756,-96.902901,POINT (-96.902901 32.700756)
1485,"-96.902952,32.705239",36.0,32.705239,-96.902952,POINT (-96.902952 32.705239)
1486,"-96.903003,32.709721",36.0,32.709721,-96.903003,POINT (-96.903003 32.709721)
1487,"-96.903054,32.714203",36.0,32.714203,-96.903054,POINT (-96.903054 32.714203)
1488,"-96.903105,32.718685",36.0,32.718685,-96.903105,POINT (-96.903105 32.718685)
1489,"-96.903156,32.723167",36.0,32.723167,-96.903156,POINT (-96.903156 32.723167)
1490,"-96.903207,32.727648",36.0,32.727648,-96.903207,POINT (-96.903207 32.727648)
1491,"-96.903258,32.73213",36.0,32.73213,-96.903258,POINT (-96.903258 32.73213)
1492,"-96.903309,32.736612",36.0,32.736612,-96.903309,POINT (-96.903309 32.736612)
1493,"-96.90336,32.741094",36.0,32.741094,-96.90336,POINT (-96.90336 32.741094)
1494,"-96.903411,32.745576",36.0,32.745576,-96.903411,POINT (-96.903411 32.745576)
1495,"-96.903462,32.750058",36.0,32.750058,-96.903462,POINT (-96.903462 32.750058)
1496,"-96.903513,32.754539",36.0,32.754539,-96.903513,POINT (-96.903513 32.754539)
1497,"-96.903564,32.759021",36.0,32.759021,-96.903564,POINT (-96.903564 32.759021)
1498,"-96.903615,32.763503",36.0,32.763503,-96.903615,POINT (-96.903615 32.763503)
1499,"-96.903667,32.767984",36.0,32.767984,-96.903667,POINT (-96.903667 32.767984)
1500,"-96.903718,32.772466",36.0,32.772466,-96.903718,POINT (-96.903718 32.772466)
1501,"-96.903769,32.776947",36.0,32.776947,-96.903769,POINT (-96.903769 32.776947)
1502,"-96.90382,32.781429",36.0,32.781429,-96.90382,POINT (-96.90382 32.781429)
1503,"-96.903871,32.785911",36.0,32.785911,-96.903871,POINT (-96.903871 32.785911)
1504,"-96.903922,32.790392",36.0,32.790392,-96.903922,POINT (-96.903922 32.790392)
1505,"-96.903973,32.794873",36.0,32.794873,-96.903973,POINT (-96.903973 32.794873)
1506,"-96.904024,32.799355",36.0,32.799355,-96.904024,POINT (-96.904024 32.799355)
1507,"-96.904075,32.803836",36.0,32.803836,-96.904075,POINT (-96.904075 32.803836)
1508,"-96.904126,32.808318",36.0,32.808318,-96.904126,POINT (-96.904126 32.808318)
1509,"-96.904177,32.812799",36.0,32.812799,-96.904177,POINT (-96.904177 32.812799)
1510,"-96.904228,32.81728",36.0,32.81728,-96.904228,POINT (-96.904228 32.81728)
1511,"-96.904279,32.821761",36.0,32.821761,-96.904279,POINT (-96.904279 32.821761)
1512,"-96.904331,32.826243",36.0,32.826243,-96.904331,POINT (-96.904331 32.826243)
1513,"-96.904382,32.830724",36.0,32.830724,-96.904382,POINT (-96.904382 32.830724)
1514,"-96.904433,32.835205",36.0,32.835205,-96.904433,POINT (-96.904433 32.835205)
1515,"-96.904484,32.839686",36.0,32.839686,-96.904484,POINT (-96.904484 32.839686)
1516,"-96.904535,32.844167",36.0,32.844167,-96.904535,POINT (-96.904535 32.844167)
1517,"-96.904586,32.848648",36.0,32.848648,-96.904586,POINT (-96.904586 32.848648)
1518,"-96.904637,32.853129",36.0,32.853129,-96.904637,POINT (-96.904637 32.853129)
1519,"-96.904689,32.85761",36.0,32.85761,-96.904689,POINT (-96.904689 32.85761)
1520,"-96.90474,32.862091",36.0,32.862091,-96.90474,POINT (-96.90474 32.862091)
1521,"-96.904791,32.866572",36.0,32.866572,-96.904791,POINT (-96.904791 32.866572)
1522,"-96.904842,32.871053",36.0,32.871053,-96.904842,POINT (-96.904842 32.871053)
1523,"-96.904893,32.875534",36.0,32.875534,-96.904893,POINT (-96.904893 32.875534)
1524,"-96.904944,32.880015",36.0,32.880015,-96.904944,POINT (-96.904944 32.880015)
1525,"-96.904996,32.884496",36.0,32.884496,-96.904996,POINT (-96.904996 32.884496)
1526,"-96.905047,32.888976",36.0,32.888976,-96.905047,POINT (-96.905047 32.888976)
1527,"-96.905098,32.893457",36.0,32.893457,-96.905098,POINT (-96.905098 32.893457)
1528,"-96.905149,32.897938",23.677292,32.897938,-96.905149,POINT (-96.905149 32.897938)
1529,"-96.9052,32.902419",36.0,32.902419,-96.9052,POINT (-96.9052 32.902419)
1530,"-96.905252,32.906899",36.0,32.906899,-96.905252,POINT (-96.905252 32.906899)
1531,"-96.905303,32.91138",36.0,32.91138,-96.905303,POINT (-96.905303 32.91138)
1532,"-96.905354,32.91586",36.0,32.91586,-96.905354,POINT (-96.905354 32.91586)
1533,"-96.905405,32.920341",36.0,32.920341,-96.905405,POINT (-96.905405 32.920341)
1534,"-96.905457,32.924822",36.0,32.924822,-96.905457,POINT (-96.905457 32.924822)
1535,"-96.905508,32.929302",36.0,32.929302,-96.905508,POINT (-96.905508 32.929302)
1536,"-96.905559,32.933783",36.0,32.933783,-96.905559,POINT (-96.905559 32.933783)
1537,"-96.90561,32.938263",36.0,32.938263,-96.90561,POINT (-96.90561 32.938263)
1538,"-96.905662,32.942743",36.0,32.942743,-96.905662,POINT (-96.905662 32.942743)
1539,"-96.908162,32.69175",31.699967,32.69175,-96.908162,POINT (-96.908162 32.69175)
1540,"-96.908214,32.696232",36.0,32.696232,-96.908214,POINT (-96.908214 32.696232)
1541,"-96.908265,32.700714",36.0,32.700714,-96.908265,POINT (-96.908265 32.700714)
1542,"-96.908316,32.705196",36.0,32.705196,-96.908316,POINT (-96.908316 32.705196)
1543,"-96.908367,32.709678",36.0,32.709678,-96.908367,POINT (-96.908367 32.709678)
1544,"-96.908419,32.71416",36.0,32.71416,-96.908419,POINT (-96.908419 32.71416)
1545,"-96.90847,32.718642",36.0,32.718642,-96.90847,POINT (-96.90847 32.718642)
1546,"-96.908521,32.723124",36.0,32.723124,-96.908521,POINT (-96.908521 32.723124)
1547,"-96.908573,32.727606",36.0,32.727606,-96.908573,POINT (-96.908573 32.727606)
1548,"-96.908624,32.732088",36.0,32.732088,-96.908624,POINT (-96.908624 32.732088)
1549,"-96.908675,32.736569",36.0,32.736569,-96.908675,POINT (-96.908675 32.736569)
1550,"-96.908726,32.741051",36.0,32.741051,-96.908726,POINT (-96.908726 32.741051)
1551,"-96.908778,32.745533",36.0,32.745533,-96.908778,POINT (-96.908778 32.745533)
1552,"-96.908829,32.750015",36.0,32.750015,-96.908829,POINT (-96.908829 32.750015)
1553,"-96.90888,32.754497",36.0,32.754497,-96.90888,POINT (-96.90888 32.754497)
1554,"-96.908932,32.758978",36.0,32.758978,-96.908932,POINT (-96.908932 32.758978)
1555,"-96.908983,32.76346",36.0,32.76346,-96.908983,POINT (-96.908983 32.76346)
1556,"-96.909034,32.767942",36.0,32.767942,-96.909034,POINT (-96.909034 32.767942)
1557,"-96.909086,32.772423",36.0,32.772423,-96.909086,POINT (-96.909086 32.772423)
1558,"-96.909137,32.776905",36.0,32.776905,-96.909137,POINT (-96.909137 32.776905)
1559,"-96.909189,32.781386",36.0,32.781386,-96.909189,POINT (-96.909189 32.781386)
1560,"-96.90924,32.785868",36.0,32.785868,-96.90924,POINT (-96.90924 32.785868)
1561,"-96.909291,32.790349",36.0,32.790349,-96.909291,POINT (-96.909291 32.790349)
1562,"-96.909343,32.794831",36.0,32.794831,-96.909343,POINT (-96.909343 32.794831)
1563,"-96.909394,32.799312",36.0,32.799312,-96.909394,POINT (-96.909394 32.799312)
1564,"-96.909445,32.803793",36.0,32.803793,-96.909445,POINT (-96.909445 32.803793)
1565,"-96.909497,32.808275",36.0,32.808275,-96.909497,POINT (-96.909497 32.808275)
1566,"-96.909548,32.812756",36.0,32.812756,-96.909548,POINT (-96.909548 32.812756)
1567,"-96.9096,32.817237",36.0,32.817237,-96.9096,POINT (-96.9096 32.817237)
1568,"-96.909651,32.821719",36.0,32.821719,-96.909651,POINT (-96.909651 32.821719)
1569,"-96.909702,32.8262",36.0,32.8262,-96.909702,POINT (-96.909702 32.8262)
1570,"-96.909754,32.830681",36.0,32.830681,-96.909754,POINT (-96.909754 32.830681)
