,Lat/Long,MaxEirp,Lat,Long,geometry
1312,"-96.886761,32.696401",36.0,32.696401,-96.886761,POINT (751254.2626540032 2115348.6510502747)
1313,"-96.886811,32.700883",36.0,32.700883,-96.886811,POINT (751241.9436320415 2115845.5163318873)
1314,"-96.886861,32.705365",36.0,32.705365,-96.886861,POINT (751229.6250812451 2116342.3817422423)
1315,"-96.886911,32.709847",32.816269250000005,32.709847,-96.886911,POINT (751217.3070015665 2116839.2472843877)
1316,"-96.886961,32.714329",30.9303505,32.714329,-96.886961,POINT (751204.9893929615 2117336.11296136)
1317,"-96.887012,32.718811",12.158213750000002,32.718811,-96.887012,POINT (751192.578528276 2117832.9773370065)
1318,"-96.887062,32.723293",36.0,32.723293,-96.887062,POINT (751180.2618664048 2118329.843292875)
1319,"-96.887112,32.727775",35.16147275,32.727775,-96.887112,POINT (751167.9456754666 2118826.709392686)
1320,"-96.887162,32.732257",36.0,32.732257,-96.887162,POINT (751155.629955416 2119323.575639491)
1321,"-96.887212,32.736739",36.0,32.736739,-96.887212,POINT (751143.3147062042 2119820.4420363205)
1322,"-96.887262,32.741221",36.0,32.741221,-96.887262,POINT (751130.9999277871 2120317.3085862244)
1323,"-96.887312,32.745703",36.0,32.745703,-96.887312,POINT (751118.685620117 2120814.1752922395)
1324,"-96.887362,32.750184",36.0,32.750184,-96.887362,POINT (751106.3734852673 2121310.9312830525)
1325,"-96.887412,32.754666",36.0,32.754666,-96.887412,POINT (751094.0601188983 2121807.7983103776)
1326,"-96.887462,32.759148",36.0,32.759148,-96.887462,POINT (751081.747223137 2122304.665502941)
1327,"-96.887513,32.763629",36.0,32.763629,-96.887513,POINT (751069.342820089 2122801.420551294)
1328,"-96.887563,32.768111",36.0,32.768111,-96.887563,POINT (751057.030870082 2123298.2880835286)
1329,"-96.887613,32.772593",36.0,32.772593,-96.887613,POINT (751044.719390542 2123795.1557901264)
1330,"-96.887663,32.777074",36.0,32.777074,-96.887663,POINT (751032.4100832306 2124291.9127995465)
1331,"-96.887713,32.781556",36.0,32.781556,-96.887713,POINT (751020.0995444355 2124788.780863951)
1332,"-96.887763,32.786037",36.0,32.786037,-96.887763,POINT (751007.7911776706 2125285.538237179)
1333,"-96.887813,32.790519",36.0,32.790519,-96.887813,POINT (750995.481579437 2125782.406671554)
1334,"-96.887864,32.795",34.44726125,32.795,-96.887864,POINT (750983.0805063273 2126279.1629835623)
1335,"-96.887914,32.799482",35.1735625,32.799482,-96.887914,POINT (750970.7718531946 2126776.0318001946)
1336,"-96.887964,32.803963",36.0,32.803963,-96.887964,POINT (750958.4653716976 2127272.7899376624)
1337,"-96.888014,32.808444",36.0,32.808444,-96.888014,POINT (750946.1593601919 2127769.548273735)
1338,"-96.888064,32.812926",36.0,32.812926,-96.888064,POINT (750933.8521172449 2128266.417686377)
1339,"-96.888115,32.817407",36.0,32.817407,-96.888115,POINT (750921.4534225755 2128763.174992234)
1340,"-96.888165,32.821888",36.0,32.821888,-96.888165,POINT (750909.1488255509 2129259.9339425545)
1341,"-96.888215,32.826369",36.0,32.826369,-96.888215,POINT (750896.8446983318 2129756.6931036524)
1342,"-96.888265,32.830851",31.99872725,32.830851,-96.888265,POINT (750884.5393396965 2130253.5633536666)
1343,"-96.888315,32.835332",31.66831225,32.835332,-96.888315,POINT (750872.2361520041 2130750.322945493)
1344,"-96.888366,32.839813",36.0,32.839813,-96.888366,POINT (750859.839834562 2131247.0813212004)
1345,"-96.888416,32.844294",36.0,32.844294,-96.888416,POINT (750847.5375908875 2131743.8413559995)
1346,"-96.888466,32.848775",20.7893095,32.848775,-96.888466,POINT (750835.2358167903 2132240.6016167835)
1347,"-96.888516,32.853256",31.91214475,32.853256,-96.888516,POINT (750822.9345122194 2132737.3621065994)
1348,"-96.888567,32.857737",36.0,32.857737,-96.888567,POINT (750810.5400966278 2133234.1213929346)
1349,"-96.888617,32.862218",36.0,32.862218,-96.888617,POINT (750798.2397357048 2133730.88235006)
1350,"-96.888667,32.866699",36.0,32.866699,-96.888667,POINT (750785.9398441702 2134227.6435453473)
1351,"-96.888717,32.87118",36.0,32.87118,-96.888717,POINT (750773.6404219789 2134724.404981834)
1352,"-96.888768,32.875661",36.0,32.875661,-96.888768,POINT (750761.247907496 2135221.165227486)
1353,"-96.888818,32.880142",36.0,32.880142,-96.888818,POINT (750748.9494285819 2135717.927155629)
1354,"-96.888868,32.884623",36.0,32.884623,-96.888868,POINT (750736.6514188708 2136214.6893341043)
1355,"-96.888918,32.889103",36.0,32.889103,-96.888918,POINT (750724.3555788177 2136711.3408901957)
1356,"-96.888969,32.893584",36.0,32.893584,-96.888969,POINT (750711.9649646479 2137208.1021437976)
1357,"-96.889019,32.898065",36.0,32.898065,-96.889019,POINT (750699.6683669493 2137704.8650916014)
1358,"-96.889069,32.902545",36.0,32.902545,-96.889069,POINT (750687.3739386105 2138201.5174259753)
1359,"-96.88912,32.907026",36.0,32.907026,-96.88912,POINT (750674.9847503603 2138698.279467517)
1360,"-96.88917,32.911507",36.0,32.911507,-96.88917,POINT (750662.6895642572 2139195.0432120366)
1361,"-96.88922,32.915987",36.0,32.915987,-96.88922,POINT (750650.3965472173 2139691.6963520865)
1362,"-96.889271,32.920468",36.0,32.920468,-96.889271,POINT (750638.0087844684 2140188.459208962)
1363,"-96.889321,32.924948",36.0,32.924948,-96.889321,POINT (750625.7167096214 2140685.112901366)
1364,"-96.889371,32.929429",36.0,32.929429,-96.889371,POINT (750613.423403384 2141181.8777507157)
1365,"-96.889422,32.933909",36.0,32.933909,-96.889422,POINT (750601.0387656961 2141678.530573967)
1366,"-96.889472,32.93839",36.0,32.93839,-96.889472,POINT (750588.7464014776 2142175.2959940564)
1367,"-96.889522,32.94287",36.0,32.94287,-96.889522,POINT (750576.4562057346 2142671.9508275767)
1368,"-96.892074,32.691877",36.0,32.691877,-96.892074,POINT (750763.8425700868 2114839.419857814)
1369,"-96.892124,32.696359",36.0,32.696359,-96.892124,POINT (750751.5484397014 2115336.28564087)
1370,"-96.892175,32.700841",36.0,32.700841,-96.892175,POINT (750739.1610343921 2115833.1501147044)
1371,"-96.892225,32.705323",36.0,32.705323,-96.892225,POINT (750726.8678511264 2116330.01615223)
1372,"-96.892275,32.709805",36.0,32.709805,-96.892275,POINT (750714.5751389868 2116826.8823214886)
1373,"-96.892326,32.714287",36.0,32.714287,-96.892326,POINT (750702.1891659743 2117323.747190999)
1374,"-96.892376,32.718769",31.04853825,32.718769,-96.892376,POINT (750689.8974006787 2117820.6136329635)
1375,"-96.892427,32.723251",36.0,32.723251,-96.892427,POINT (750677.5123838757 2118317.478781496)
1376,"-96.892477,32.727733",36.0,32.727733,-96.892477,POINT (750665.2215652362 2118814.3455083314)
1377,"-96.892527,32.732215",36.0,32.732215,-96.892527,POINT (750652.9312174913 2119311.2123821005)
1378,"-96.892578,32.736697",36.0,32.736697,-96.892578,POINT (750640.5476322899 2119808.0779719106)
1379,"-96.892628,32.741179",36.0,32.741179,-96.892628,POINT (750628.2582309255 2120304.9451487926)
1380,"-96.892679,32.745661",27.356669750000002,32.745661,-96.892679,POINT (750615.8756014702 2120801.8110480323)
1381,"-96.892729,32.750142",36.0,32.750142,-96.892729,POINT (750603.5888427545 2121298.567665748)
1382,"-96.892779,32.754624",36.0,32.754624,-96.892779,POINT (750591.3008581938 2121795.435320013)
1383,"-96.89283,32.759106",36.0,32.759106,-96.89283,POINT (750578.919659592 2122292.3017061134)
1384,"-96.89288,32.763587",36.0,32.763587,-96.89288,POINT (750566.6343172464 2122789.0588193513)
1385,"-96.892931,32.768069",36.0,32.768069,-96.892931,POINT (750554.2540738743 2123285.925545252)
1386,"-96.892981,32.772551",36.0,32.772551,-96.892981,POINT (750541.9679809087 2123782.7938786936)
1387,"-96.893032,32.777032",36.0,32.777032,-96.893032,POINT (750529.5903887735 2124279.550081938)
1388,"-96.893082,32.781514",36.0,32.781514,-96.893082,POINT (750517.3052413014 2124776.4187732004)
1389,"-96.893132,32.785995",36.0,32.785995,-96.893132,POINT (750505.0222602054 2125273.1767731477)
1390,"-96.893183,32.790477",36.0,32.790477,-96.893183,POINT (750492.6444017591 2125770.0444017453)
1391,"-96.893233,32.794958",35.28125875,32.794958,-96.893233,POINT (750480.3623657713 2126266.802777682)
1392,"-96.893284,32.79944",35.631206,32.79944,-96.893284,POINT (750467.985461907 2126763.670788665)
1393,"-96.893334,32.803921",36.0,32.803921,-96.893334,POINT (750455.7043708458 2127260.4295527562)
1394,"-96.893385,32.808402",36.0,32.808402,-96.893385,POINT (750443.330117149 2127757.1870833435)
1395,"-96.893435,32.812884",36.0,32.812884,-96.893435,POINT (750431.0482750563 2128254.0571227088)
1396,"-96.893486,32.817365",36.0,32.817365,-96.893486,POINT (750418.674975466 2128750.8150599343)
1397,"-96.893536,32.821846",36.0,32.821846,-96.893536,POINT (750406.3957736476 2129247.574636788)
1398,"-96.893587,32.826327",35.17997425,32.826327,-96.893587,POINT (750394.0234279255 2129744.3329927744)
1399,"-96.893637,32.830809",36.0,32.830809,-96.893637,POINT (750381.7434749187 2130241.2038694182)
1400,"-96.893688,32.83529",36.0,32.83529,-96.893688,POINT (750369.3720829331 2130737.9626563806)
1401,"-96.893738,32.839771",36.0,32.839771,-96.893738,POINT (750357.0947696192 2131234.723094667)
1402,"-96.893789,32.844252",36.0,32.844252,-96.893789,POINT (750344.724331132 2131731.482324727)
1403,"-96.893839,32.848733",26.994162250000002,32.848733,-96.893839,POINT (750332.447961767 2132228.243211961)
1404,"-96.89389,32.853214",30.226373249999998,32.853214,-96.89389,POINT (750320.0784765935 2132725.002897288)
1405,"-96.893941,32.857695",36.0,32.857695,-96.893941,POINT (750307.7094703718 2133221.7628148748)
1406,"-96.893991,32.862176",36.0,32.862176,-96.893991,POINT (750295.434518949 2133718.524398409)
1407,"-96.894042,32.866657",36.0,32.866657,-96.894042,POINT (750283.0664657627 2134215.2847895147)
1408,"-96.894092,32.871138",36.0,32.871138,-96.894092,POINT (750270.7924578266 2134712.0468524243)
1409,"-96.894143,32.875619",36.0,32.875619,-96.894143,POINT (750258.4253574931 2135208.8077292293)
1410,"-96.894193,32.8801",36.0,32.8801,-96.894193,POINT (750246.1522928579 2135705.570283689)
1411,"-96.894244,32.88458",36.0,32.88458,-96.894244,POINT (750233.7878400683 2136202.2207825696)
1412,"-96.894295,32.889061",36.0,32.889061,-96.894295,POINT (750221.4221709773 2136698.9824107448)
1413,"-96.894345,32.893542",36.0,32.893542,-96.894345,POINT (750209.1505232614 2137195.7457253565)
1414,"-96.894396,32.898023",36.0,32.898023,-96.894396,POINT (750196.7858065603 2137692.507869667)
1415,"-96.894446,32.902503",36.0,32.902503,-96.894446,POINT (750184.5167963529 2138189.1608302435)
1416,"-96.894497,32.906984",36.0,32.906984,-96.894497,POINT (750172.1530318044 2138685.9235028024)
1417,"-96.894548,32.911465",36.0,32.911465,-96.894548,POINT (750159.7897456534 2139182.686444142)
1418,"-96.894598,32.915945",36.0,32.915945,-96.894598,POINT (750147.5221515137 2139679.3402103526)
1419,"-96.894649,32.920426",36.0,32.920426,-96.894649,POINT (750135.1598172382 2140176.1036982075)
1420,"-96.894699,32.924906",36.0,32.924906,-96.894699,POINT (750122.8931653207 2140672.7580166617)
1421,"-96.89475,32.929387",36.0,32.929387,-96.89475,POINT (750110.5317827362 2141169.5220632055)
1422,"-96.894801,32.933867",36.0,32.933867,-96.894801,POINT (750098.1725726174 2141666.17551731)
1423,"-96.894851,32.938348",36.0,32.938348,-96.894851,POINT (750085.9056417793 2142162.941563499)
1424,"-96.894902,32.942828",36.0,32.942828,-96.894902,POINT (750073.5473829699 2142659.5955944387)
1425,"-96.897437,32.691835",36.0,32.691835,-96.897437,POINT (750261.1021246389 2114827.0794825074)
1426,"-96.897487,32.696317",36.0,32.696317,-96.897487,POINT (750248.8333570726 2115323.945891424)
1427,"-96.897538,32.700799",36.0,32.700799,-96.897538,POINT (750236.4713144728 2115820.810995854)
1428,"-96.897589,32.705281",36.0,32.705281,-96.897589,POINT (750224.109752512 2116317.676229159)
1429,"-96.897639,32.709763",36.0,32.709763,-96.897639,POINT (750211.8424079432 2116814.5430242363)
1430,"-96.89769,32.714245",36.0,32.714245,-96.89769,POINT (750199.4818023917 2117311.4085242944)
1431,"-96.897741,32.718727",32.869485,32.718727,-96.897741,POINT (750187.1216773401 2117808.2741623567)
1432,"-96.897791,32.723209",36.0,32.723209,-96.897791,POINT (750174.8557553546 2118305.1413709526)
1433,"-96.897842,32.727691",36.0,32.727691,-96.897842,POINT (750162.4965864352 2118802.007294009)
1434,"-96.897893,32.732173",36.0,32.732173,-96.897893,POINT (750150.1378978774 2119298.873364183)
1435,"-96.897944,32.736655",36.0,32.736655,-96.897944,POINT (750137.7796896339 2119795.7395845163)
1436,"-96.897994,32.741137",36.0,32.741137,-96.897994,POINT (750125.5156653542 2120292.607387085)
1437,"-96.898045,32.745618",36.0,32.745618,-96.898045,POINT (750113.1601037191 2120789.3630422466)
1438,"-96.898096,32.7501",36.0,32.7501,-96.898096,POINT (750100.8033313631 2121286.229731148)
1439,"-96.898146,32.754582",36.0,32.754582,-96.898146,POINT (750088.5407286424 2121783.098011055)
1440,"-96.898197,32.759063",36.0,32.759063,-96.898197,POINT (750076.1866024578 2122279.8541529286)
1441,"-96.898248,32.763545",36.0,32.763545,-96.898248,POINT (750063.8312655728 2122776.7213377715)
1442,"-96.898299,32.768027",36.0,32.768027,-96.898299,POINT (750051.4764086801 2123273.588694059)
1443,"-96.898349,32.772508",36.0,32.772508,-96.898349,POINT (750039.2173928474 2123770.3467783383)
1444,"-96.8984,32.77699",36.0,32.77699,-96.8984,POINT (750026.8634910182 2124267.2144864914)
1445,"-96.898451,32.781472",36.0,32.781472,-96.898451,POINT (750014.5100690427 2124764.082375218)
1446,"-96.898502,32.785953",36.0,32.785953,-96.898502,POINT (750002.1588172424 2125260.8395727263)
1447,"-96.898552,32.790434",36.0,32.790434,-96.898552,POINT (749989.9016967687 2125757.5983845564)
1448,"-96.898603,32.794916",36.0,32.794916,-96.898603,POINT (749977.5497092423 2126254.466833052)
1449,"-96.898654,32.799397",35.60187075,32.799397,-96.898654,POINT (749965.199891594 2126751.224599336)
1450,"-96.898705,32.803879",36.0,32.803879,-96.898705,POINT (749952.848863306 2127248.0934363166)
1451,"-96.898755,32.80836",36.0,32.80836,-96.898755,POINT (749940.5936374558 2127744.8530243547)
1452,"-96.898806,32.812841",36.0,32.812841,-96.898806,POINT (749928.2452535448 2128241.611386786)
1453,"-96.898857,32.817323",36.0,32.817323,-96.898857,POINT (749915.8956590128 2128738.480829169)
1454,"-96.898908,32.821804",35.851571,32.821804,-96.898908,POINT (749903.5482338662 2129235.2396043316)
1455,"-96.898959,32.826285",36.0,32.826285,-96.898959,POINT (749891.201288006 2129731.9985904046)
1456,"-96.89901,32.830766",36.0,32.830766,-96.89901,POINT (749878.8548213863 2130228.757790425)
1457,"-96.89906,32.835248",36.0,32.835248,-96.89906,POINT (749866.6007485576 2130725.629509318)
1458,"-96.899111,32.839729",36.0,32.839729,-96.899111,POINT (749854.2552356052 2131222.389146291)
1459,"-96.899162,32.84421",36.0,32.84421,-96.899162,POINT (749841.9102017551 2131719.149006343)
1460,"-96.899213,32.848691",36.0,32.848691,-96.899213,POINT (749829.5656469612 2132215.9090925115)
1461,"-96.899264,32.853172",36.0,32.853172,-96.899264,POINT (749817.2215711776 2132712.669407841)
1462,"-96.899315,32.857653",36.0,32.857653,-96.899315,POINT (749804.877974358 2133209.429955372)
1463,"-96.899365,32.862134",36.0,32.862134,-96.899365,POINT (749792.6284324671 2133706.192164015)
1464,"-96.899416,32.866615",36.0,32.866615,-96.899416,POINT (749780.285788708 2134202.953184967)
1465,"-96.899467,32.871096",36.0,32.871096,-96.899467,POINT (749767.9436237761 2134699.7144472473)
1466,"-96.899518,32.875577",36.0,32.875577,-96.899518,POINT (749755.6019376242 2135196.4759539072)
1467,"-96.899569,32.880057",36.0,32.880057,-96.899569,POINT (749743.2624194622 2135693.126832158)
1468,"-96.89962,32.884538",36.0,32.884538,-96.89962,POINT (749730.9216906793 2136189.888836644)
1469,"-96.899671,32.889019",36.0,32.889019,-96.899671,POINT (749718.5814405382 2136686.651094637)
1470,"-96.899722,32.8935",36.0,32.8935,-96.899722,POINT (749706.2416689931 2137183.4136091787)
1471,"-96.899773,32.89798",8.85428675,32.89798,-96.899773,POINT (749693.904065042 2137680.0655072643)
1472,"-96.899823,32.902461",36.0,32.902461,-96.899823,POINT (749681.6587839515 2138176.829968785)
1473,"-96.899874,32.906942",36.0,32.906942,-96.899874,POINT (749669.3204431366 2138673.5932710655)
1474,"-96.899925,32.911422",36.0,32.911422,-96.899925,POINT (749656.9842696199 2139170.2459658477)
1475,"-96.899976,32.915903",36.0,32.915903,-96.899976,POINT (749644.6468855299 2139667.009808563)
1476,"-96.900027,32.920384",36.0,32.920384,-96.900027,POINT (749632.3099797599 2140163.773926094)
1477,"-96.900078,32.924864",36.0,32.924864,-96.900078,POINT (749619.9752409912 2140660.4274450787)
1478,"-96.900129,32.929345",36.0,32.929345,-96.900129,POINT (749607.639291669 2141157.1921213144)
1479,"-96.90018,32.933825",36.0,32.933825,-96.90018,POINT (749595.3055091518 2141653.8462049686)
1480,"-96.900231,32.938306",36.0,32.938306,-96.900231,POINT (749582.9705160947 2142150.6114520854)
1481,"-96.900282,32.942786",36.0,32.942786,-96.900282,POINT (749570.6376896448 2142647.266112585)
1482,"-96.9028,32.691792",36.0,32.691792,-96.9028,POINT (749758.3624979637 2114814.653894295)
1483,"-96.902851,32.696274",36.0,32.696274,-96.902851,POINT (749746.0253420903 2115311.519502329)
1484,"-96.902901,32.700756",36.0,32.700756,-96.902901,POINT (749733.7824132871 2115808.386661452)
1485,"-96.902952,32.705239",36.0,32.705239,-96.902952,POINT (749721.4445283599 2116305.3633982744)
1486,"-96.903003,32.709721",36.0,32.709721,-96.903003,POINT (749709.1088097475 2116802.2293926887)
1487,"-96.903054,32.714203",36.0,32.714203,-96.903054,POINT (749696.7735716875 2117299.095522005)
1488,"-96.903105,32.718685",36.0,32.718685,-96.903105,POINT (749684.4388141364 2117795.961789269)
1489,"-96.903156,32.723167",36.0,32.723167,-96.903156,POINT (749672.1045370467 2118292.8281975146)
1490,"-96.903207,32.727648",32.93276375,32.727648,-96.903207,POINT (749659.7724257675 2118789.583875333)
1491,"-96.903258,32.73213",36.0,32.73213,-96.903258,POINT (749647.4391094097 2119286.4505746397)
1492,"-96.903309,32.736612",36.0,32.736612,-96.903309,POINT (749635.1062733755 2119783.3174240496)
1493,"-96.90336,32.741094",36.0,32.741094,-96.90336,POINT (749622.7739176175 2120280.1844266024)
1494,"-96.903411,32.745576",27.35682575,32.745576,-96.903411,POINT (749610.4420420923 2120777.051585347)
1495,"-96.903462,32.750058",36.0,32.750058,-96.903462,POINT (749598.1106467526 2121273.9189033187)
1496,"-96.903513,32.754539",36.0,32.754539,-96.903513,POINT (749585.7814166271 2121770.67550891)
1497,"-96.903564,32.759021",36.0,32.759021,-96.903564,POINT (749573.4509814673 2122267.5431544245)
1498,"-96.903615,32.763503",36.0,32.763503,-96.903615,POINT (749561.1210263537 2122764.410968295)
1499,"-96.903667,32.767984",36.0,32.767984,-96.903667,POINT (749548.6995607228 2123261.166655251)
1500,"-96.903718,32.772466",36.0,32.772466,-96.903718,POINT (749536.3705702438 2123758.03481503)
1501,"-96.903769,32.776947",36.0,32.776947,-96.903769,POINT (749524.0437444816 2124254.7922774483)
1502,"-96.90382,32.781429",36.0,32.781429,-96.90382,POINT (749511.7157137226 2124751.660795184)
1503,"-96.903871,32.785911",36.0,32.785911,-96.903871,POINT (749499.3881627813 2125248.529496479)
1504,"-96.903922,32.790392",36.0,32.790392,-96.903922,POINT (749487.0627762577 2125745.287509424)
1505,"-96.903973,32.794873",36.0,32.794873,-96.903973,POINT (749474.7378693549 2126242.0457119294)
1506,"-96.904024,32.799355",36.0,32.799355,-96.904024,POINT (749462.4117574829 2126738.9149820805)
1507,"-96.904075,32.803836",35.6150105,32.803836,-96.904075,POINT (749450.0878097338 2127235.6735728793)
1508,"-96.904126,32.808318",36.0,32.808318,-96.904126,POINT (749437.7626570315 2127732.54323749)
1509,"-96.904177,32.812799",36.0,32.812799,-96.904177,POINT (749425.4396682526 2128229.3022287493)
1510,"-96.904228,32.81728",35.2845375,32.81728,-96.904228,POINT (749413.1171588633 2128726.0614247774)
1511,"-96.904279,32.821761",36.0,32.821761,-96.904279,POINT (749400.7951288177 2129222.8208286185)
1512,"-96.904331,32.826243",36.0,32.826243,-96.904331,POINT (749388.37827989 2129719.6898965957)
1513,"-96.904382,32.830724",36.0,32.830724,-96.904382,POINT (749376.0572131758 2130216.44972535)
1514,"-96.904433,32.835205",36.0,32.835205,-96.904433,POINT (749363.7366256675 2130713.20977104)
1515,"-96.904484,32.839686",36.0,32.839686,-96.904484,POINT (749351.4165173192 2131209.9700367106)
1516,"-96.904535,32.844167",36.0,32.844167,-96.904535,POINT (749339.0968880851 2131706.7305254033)
1517,"-96.904586,32.848648",36.0,32.848648,-96.904586,POINT (749326.7777379192 2132203.49124016)
1518,"-96.904637,32.853129",36.0,32.853129,-96.904637,POINT (749314.4590667757 2132700.252184024)
1519,"-96.904689,32.85761",36.0,32.85761,-96.904689,POINT (749302.0472937501 2133197.0119388415)
1520,"-96.90474,32.862091",36.0,32.862091,-96.90474,POINT (749289.7295852423 2133693.7733501648)
1521,"-96.904791,32.866572",36.0,32.866572,-96.904791,POINT (749277.4123556192 2134190.534999722)
1522,"-96.904842,32.871053",36.0,32.871053,-96.904842,POINT (749265.095604835 2134687.2968905596)
1523,"-96.904893,32.875534",36.0,32.875534,-96.904893,POINT (749252.7793328436 2135184.059025719)
1524,"-96.904944,32.880015",36.0,32.880015,-96.904944,POINT (749240.4635395994 2135680.8214082434)
1525,"-96.904996,32.884496",36.0,32.884496,-96.904996,POINT (749228.0546725708 2136177.582620687)
1526,"-96.905047,32.888976",36.0,32.888976,-96.905047,POINT (749215.741524888 2136674.2346311677)
1527,"-96.905098,32.893457",36.0,32.893457,-96.905098,POINT (749203.4271722853 2137170.997774115)
1528,"-96.905149,32.897938",34.41146325,32.897938,-96.905149,POINT (749191.1132982465 2137667.761176599)
1529,"-96.9052,32.902419",36.0,32.902419,-96.9052,POINT (749178.7999027255 2138164.5248416644)
1530,"-96.905252,32.906899",36.0,32.906899,-96.905252,POINT (749166.395140095 2138661.1764762066)
1531,"-96.905303,32.91138",36.0,32.91138,-96.905303,POINT (749154.0827061478 2139157.9406756354)
1532,"-96.905354,32.91586",32.67841225,32.91586,-96.905354,POINT (749141.772433738 2139654.594270411)
1533,"-96.905405,32.920341",36.0,32.920341,-96.905405,POINT (749129.4609564525 2140151.3590162583)
1534,"-96.905457,32.924822",36.0,32.924822,-96.905457,POINT (749117.0564475249 2140648.122620478)
1535,"-96.905508,32.929302",36.0,32.929302,-96.905508,POINT (749104.7476144971 2141144.7770485454)
1536,"-96.905559,32.933783",36.0,32.933783,-96.905559,POINT (749092.4375766157 2141641.542637001)
1537,"-96.90561,32.938263",36.0,32.938263,-96.90561,POINT (749080.1296997773 2142138.19763572)
1538,"-96.905662,32.942743",36.0,32.942743,-96.905662,POINT (749067.728809918 2142634.8515053326)
1539,"-96.908162,32.69175",22.98391025,32.69175,-96.908162,POINT (749255.7140700255 2114802.3662623363)
1540,"-96.908214,32.696232",36.0,32.696232,-96.908214,POINT (749243.3085209655 2115299.2310776734)
1541,"-96.908265,32.700714",36.0,32.700714,-96.908265,POINT (749230.9972085576 2115796.097439495)
1542,"-96.908316,32.705196",36.0,32.705196,-96.908316,POINT (749218.6863768025 2116292.9639300844)
1543,"-96.908367,32.709678",36.0,32.709678,-96.908367,POINT (749206.3760256543 2116789.830552484)
1544,"-96.908419,32.71416",36.0,32.71416,-96.908419,POINT (749193.9724227604 2117286.695889569)
1545,"-96.90847,32.718642",36.0,32.718642,-96.90847,POINT (749181.6630374179 2117783.5627848264)
1546,"-96.908521,32.723124",36.0,32.723124,-96.908521,POINT (749169.3541325447 2118280.4298210135)
1547,"-96.908573,32.727606",36.0,32.727606,-96.908573,POINT (749156.951989976 2118777.295581359)
1548,"-96.908624,32.732088",36.0,32.732088,-96.908624,POINT (749144.6440506333 2119274.1629086463)
1549,"-96.908675,32.736569",36.0,32.736569,-96.908675,POINT (749132.3382712468 2119770.91951139)
1550,"-96.908726,32.741051",36.0,32.741051,-96.908726,POINT (749120.0312924681 2120267.78714179)
1551,"-96.908778,32.745533",36.0,32.745533,-96.908778,POINT (749107.6310947293 2120764.6535089766)
1552,"-96.908829,32.750015",36.0,32.750015,-96.908829,POINT (749095.3250811143 2121261.521454804)
1553,"-96.90888,32.754497",31.913548,32.754497,-96.90888,POINT (749083.0195476476 2121758.389562845)
1554,"-96.908932,32.758978",36.0,32.758978,-96.908932,POINT (749070.6224886291 2122255.145542381)
1555,"-96.908983,32.76346",36.0,32.76346,-96.908983,POINT (749058.3179199954 2122752.0139840604)
1556,"-96.909034,32.767942",36.0,32.767942,-96.909034,POINT (749046.0138313747 2123248.882597079)
1557,"-96.909086,32.772423",36.0,32.772423,-96.909086,POINT (749033.6182310919 2123745.6390909567)
1558,"-96.909137,32.776905",36.0,32.776905,-96.909137,POINT (749021.3151070316 2124242.50805586)
1559,"-96.909189,32.781386",36.0,32.781386,-96.909189,POINT (749008.920480567 2124739.264907863)
1560,"-96.90924,32.785868",36.0,32.785868,-96.90924,POINT (748996.6183208837 2125236.1342368172)
1561,"-96.909291,32.790349",34.8072195,32.790349,-96.909291,POINT (748984.3183199633 2125732.892877279)
1562,"-96.909343,32.794831",36.0,32.794831,-96.909343,POINT (748971.923472565 2126229.761164281)
1563,"-96.909394,32.799312",36.0,32.799312,-96.909394,POINT (748959.6244356392 2126726.5201869635)
1564,"-96.909445,32.803793",36.0,32.803793,-96.909445,POINT (748947.3258782513 2127223.279405239)
1565,"-96.909497,32.808275",36.0,32.808275,-96.909497,POINT (748934.9324885983 2127720.1482796557)
1566,"-96.909548,32.812756",36.0,32.812756,-96.909548,POINT (748922.6348949294 2128216.9078983986)
1567,"-96.9096,32.817237",36.0,32.817237,-96.9096,POINT (748910.2441571292 2128713.6663043937)
1568,"-96.909651,32.821719",36.0,32.821719,-96.909651,POINT (748897.9458483398 2129210.5372110712)
1569,"-96.909702,32.8262",36.0,32.8262,-96.909702,POINT (748885.649697518 2129707.2974532507)
1570,"-96.909754,32.830681",36.0,32.830681,-96.909754,POINT (748873.2604166111 2130204.0564921605)
1571,"-96.909805,32.835162",36.0,32.835162,-96.909805,POINT (748860.9652289987 2130700.817165183)
1572,"-96.909857,32.839643",36.0,32.839643,-96.909857,POINT (748848.5769206681 2131197.576641253)
1573,"-96.909908,32.844124",36.0,32.844124,-96.909908,POINT (748836.282696082 2131694.3377572913)
1574,"-96.90996,32.848605",36.0,32.848605,-96.90996,POINT (748823.8953601448 2132191.0976826907)
1575,"-96.910011,32.853087",36.0,32.853087,-96.910011,POINT (748811.6004201714 2132687.9701295905)
1576,"-96.910063,32.857568",36.0,32.857568,-96.910063,POINT (748799.2140564964 2133184.7305165413)
1577,"-96.910114,32.862048",36.0,32.862048,-96.910114,POINT (748786.9234355907 2133681.3816793794)
1578,"-96.910166,32.866529",36.0,32.866529,-96.910166,POINT (748774.5380438865 2134178.142539956)
1579,"-96.910217,32.87101",36.0,32.87101,-96.910217,POINT (748762.2467072819 2134674.905058047)
1580,"-96.910268,32.875491",36.0,32.875491,-96.910268,POINT (748749.9558494831 2135171.6678204075)
1581,"-96.91032,32.879972",36.0,32.879972,-96.91032,POINT (748737.5719131137 2135668.429414256)
