Lat, Long, OperatingClass, ChannelIndex, MaxEirp
32.725529,-97.13927,132,163,36
32.725529,-97.13927,132,171,36
32.725529,-97.13927,132,179,36
32.725529,-97.13927,133,7,36
32.725529,-97.13927,133,23,36
32.725529,-97.13927,133,39,36
32.725529,-97.13927,133,55,36
32.725529,-97.13927,133,71,36
32.725529,-97.13927,133,87,36
32.725529,-97.13927,133,135,36
32.725529,-97.13927,133,151,36
32.725529,-97.13927,133,167,36
32.725529,-97.13927,134,15,36
32.725529,-97.13927,134,47,36
32.725529,-97.13927,134,79,36
32.725529,-97.13927,134,143,36
32.725529,-97.13927,136,2,36
32.734493,-97.139399,131,1,36
32.734493,-97.139399,131,5,36
32.734493,-97.139399,131,9,36
32.734493,-97.139399,131,13,36
32.734493,-97.139399,131,17,36
32.734493,-97.139399,131,21,36
32.734493,-97.139399,131,25,36
32.734493,-97.139399,131,29,36
32.734493,-97.139399,131,33,36
32.734493,-97.139399,131,37,36
32.734493,-97.139399,131,41,36
32.734493,-97.139399,131,45,36
32.734493,-97.139399,131,49,36
32.734493,-97.139399,131,53,36
32.734493,-97.139399,131,57,36
32.734493,-97.139399,131,61,36
32.734493,-97.139399,131,65,36
32.734493,-97.139399,131,69,36
32.734493,-97.139399,131,73,36
32.734493,-97.139399,131,77,36
32.734493,-97.139399,131,81,36
32.734493,-97.139399,131,85,36
32.734493,-97.139399,131,89,36
32.734493,-97.139399,131,93,36
32.734493,-97.139399,131,117,36
32.734493,-97.139399,131,121,36
32.734493,-97.139399,131,125,36
32.734493,-97.139399,131,129,36
32.734493,-97.139399,131,133,36
32.734493,-97.139399,131,137,36
32.734493,-97.139399,131,141,36
32.734493,-97.139399,131,145,36
32.734493,-97.139399,131,149,36
32.734493,-97.139399,131,153,36
32.734493,-97.139399,131,157,36
32.734493,-97.139399,131,161,36
32.734493,-97.139399,131,165,36
32.734493,-97.139399,131,169,36
32.734493,-97.139399,131,173,36
32.734493,-97.139399,131,177,36
32.734493,-97.139399,131,181,36
32.734493,-97.139399,132,3,36
32.734493,-97.139399,132,11,36
32.734493,-97.139399,132,19,36
32.734493,-97.139399,132,27,36
32.734493,-97.139399,132,35,36
32.734493,-97.139399,132,43,36
32.734493,-97.139399,132,51,36
32.734493,-97.139399,132,59,36
32.734493,-97.139399,132,67,36
32.734493,-97.139399,132,75,36
32.734493,-97.139399,132,83,36
32.734493,-97.139399,132,91,36
32.734493,-97.139399,132,123,36
32.734493,-97.139399,132,131,36
32.734493,-97.139399,132,139,36
32.734493,-97.139399,132,147,36
32.734493,-97.139399,132,155,36
32.734493,-97.139399,132,163,36
32.734493,-97.139399,132,171,36
32.734493,-97.139399,132,179,36
32.734493,-97.139399,133,7,36
32.734493,-97.139399,133,23,36
32.734493,-97.139399,133,39,36
32.734493,-97.139399,133,55,36
32.734493,-97.139399,133,71,36
32.734493,-97.139399,133,87,36
32.734493,-97.139399,133,135,36
32.734493,-97.139399,133,151,36
32.734493,-97.139399,133,167,36
32.734493,-97.139399,134,15,36
32.734493,-97.139399,134,47,36
32.734493,-97.139399,134,79,36
32.734493,-97.139399,134,143,36
32.734493,-97.139399,136,2,36
32.743456,-97.139528,131,1,36
32.743456,-97.139528,131,5,36
32.743456,-97.139528,131,9,36
32.743456,-97.139528,131,13,36
32.743456,-97.139528,131,17,36
32.743456,-97.139528,131,21,36
32.743456,-97.139528,131,25,36
32.743456,-97.139528,131,29,36
32.743456,-97.139528,131,33,36
32.743456,-97.139528,131,37,36
32.743456,-97.139528,131,41,36
32.743456,-97.139528,131,45,36
32.743456,-97.139528,131,49,36
32.743456,-97.139528,131,53,36
32.743456,-97.139528,131,57,36
32.743456,-97.139528,131,61,36
32.743456,-97.139528,131,65,36
32.743456,-97.139528,131,69,36
32.743456,-97.139528,131,73,36
32.743456,-97.139528,131,77,36
32.743456,-97.139528,131,81,36
32.743456,-97.139528,131,85,36
32.743456,-97.139528,131,89,36
32.743456,-97.139528,131,93,36
32.743456,-97.139528,131,117,36
32.743456,-97.139528,131,121,36
32.743456,-97.139528,131,125,36
32.743456,-97.139528,131,129,36
32.743456,-97.139528,131,133,36
32.743456,-97.139528,131,137,36
32.743456,-97.139528,131,141,36
32.743456,-97.139528,131,145,36
32.743456,-97.139528,131,149,36
32.743456,-97.139528,131,153,36
32.743456,-97.139528,131,157,36
32.743456,-97.139528,131,161,36
32.743456,-97.139528,131,165,36
32.743456,-97.139528,131,169,36
32.743456,-97.139528,131,173,36
32.743456,-97.139528,131,177,36
32.743456,-97.139528,131,181,36
32.743456,-97.139528,132,3,36
32.743456,-97.139528,132,11,36
32.743456,-97.139528,132,19,36
32.743456,-97.139528,132,27,36
32.743456,-97.139528,132,35,36
32.743456,-97.139528,132,43,36
32.743456,-97.139528,132,51,36
32.743456,-97.139528,132,59,36
32.743456,-97.139528,132,67,36
32.743456,-97.139528,132,75,36
32.743456,-97.139528,132,83,36
32.743456,-97.139528,132,91,36
32.743456,-97.139528,132,123,36
32.743456,-97.139528,132,131,36
32.743456,-97.139528,132,139,36
32.743456,-97.139528,132,147,36
32.743456,-97.139528,132,155,36
32.743456,-97.139528,132,163,36
32.743456,-97.139528,132,171,36
32.743456,-97.139528,132,179,36
32.743456,-97.139528,133,7,36
32.743456,-97.139528,133,23,36
32.743456,-97.139528,133,39,36
32.743456,-97.139528,133,55,36
32.743456,-97.139528,133,71,36
32.743456,-97.139528,133,87,36
32.743456,-97.139528,133,135,36
32.743456,-97.139528,133,151,36
32.743456,-97.139528,133,167,36
32.743456,-97.139528,134,15,36
32.743456,-97.139528,134,47,36
32.743456,-97.139528,134,79,36
32.743456,-97.139528,134,143,36
32.743456,-97.139528,136,2,36
32.752419,-97.139656,131,1,36
32.752419,-97.139656,131,5,36
32.752419,-97.139656,131,9,36
32.752419,-97.139656,131,13,36
32.752419,-97.139656,131,17,36
32.752419,-97.139656,131,21,36
32.752419,-97.139656,131,25,36
32.752419,-97.139656,131,29,36
32.752419,-97.139656,131,33,36
32.752419,-97.139656,131,37,36
32.752419,-97.139656,131,41,36
32.752419,-97.139656,131,45,36
32.752419,-97.139656,131,49,36
32.752419,-97.139656,131,53,36
32.752419,-97.139656,131,57,36
32.752419,-97.139656,131,61,36
32.752419,-97.139656,131,65,36
32.752419,-97.139656,131,69,36
32.752419,-97.139656,131,73,36
32.752419,-97.139656,131,77,36
32.752419,-97.139656,131,81,36
32.752419,-97.139656,131,85,36
32.752419,-97.139656,131,89,36
32.752419,-97.139656,131,93,36
32.752419,-97.139656,131,117,36
32.752419,-97.139656,131,121,36
32.752419,-97.139656,131,125,36
32.752419,-97.139656,131,129,36
32.752419,-97.139656,131,133,36
32.752419,-97.139656,131,137,36
32.752419,-97.139656,131,141,36
32.752419,-97.139656,131,145,36
32.752419,-97.139656,131,149,36
32.752419,-97.139656,131,153,36
32.752419,-97.139656,131,157,36
32.752419,-97.139656,131,161,36
32.752419,-97.139656,131,165,36
32.752419,-97.139656,131,169,36
32.752419,-97.139656,131,173,36
32.752419,-97.139656,131,177,36
32.752419,-97.139656,131,181,36
32.752419,-97.139656,132,3,36
32.752419,-97.139656,132,11,36
32.752419,-97.139656,132,19,36
32.752419,-97.139656,132,27,36
32.752419,-97.139656,132,35,36
32.752419,-97.139656,132,43,36
32.752419,-97.139656,132,51,36
32.752419,-97.139656,132,59,36
32.752419,-97.139656,132,67,36
32.752419,-97.139656,132,75,36
32.752419,-97.139656,132,83,36
32.752419,-97.139656,132,91,36
32.752419,-97.139656,132,123,36
32.752419,-97.139656,132,131,36
32.752419,-97.139656,132,139,36
32.752419,-97.139656,132,147,36
32.752419,-97.139656,132,155,36
32.752419,-97.139656,132,163,36
32.752419,-97.139656,132,171,36
32.752419,-97.139656,132,179,36
32.752419,-97.139656,133,7,36
32.752419,-97.139656,133,23,36
32.752419,-97.139656,133,39,36
32.752419,-97.139656,133,55,36
32.752419,-97.139656,133,71,36
32.752419,-97.139656,133,87,36
32.752419,-97.139656,133,135,36
32.752419,-97.139656,133,151,36
32.752419,-97.139656,133,167,36
32.752419,-97.139656,134,15,36
32.752419,-97.139656,134,47,36
32.752419,-97.139656,134,79,36
32.752419,-97.139656,134,143,36
32.752419,-97.139656,136,2,36
32.761383,-97.139785,131,1,36
32.761383,-97.139785,131,5,36
32.761383,-97.139785,131,9,36
32.761383,-97.139785,131,13,36
32.761383,-97.139785,131,17,36
32.761383,-97.139785,131,21,36
32.761383,-97.139785,131,25,36
32.761383,-97.139785,131,29,36
32.761383,-97.139785,131,33,36
32.761383,-97.139785,131,37,36
32.761383,-97.139785,131,41,36
32.761383,-97.139785,131,45,36
32.761383,-97.139785,131,49,36
32.761383,-97.139785,131,53,36
32.761383,-97.139785,131,57,36
32.761383,-97.139785,131,61,36
32.761383,-97.139785,131,65,36
32.761383,-97.139785,131,69,36
32.761383,-97.139785,131,73,36
32.761383,-97.139785,131,77,36
32.761383,-97.139785,131,81,36
32.761383,-97.139785,131,85,36
32.761383,-97.139785,131,89,36
32.761383,-97.139785,131,93,36
32.761383,-97.139785,131,117,36
32.761383,-97.139785,131,121,36
32.761383,-97.139785,131,125,36
32.761383,-97.139785,131,129,36
32.761383,-97.139785,131,133,36
32.761383,-97.139785,131,137,36
32.761383,-97.139785,131,141,36
32.761383,-97.139785,131,145,36
32.761383,-97.139785,131,149,36
32.761383,-97.139785,131,153,36
32.761383,-97.139785,131,157,36
32.761383,-97.139785,131,161,36
32.761383,-97.139785,131,165,36
32.761383,-97.139785,131,169,36
32.761383,-97.139785,131,173,36
32.761383,-97.139785,131,177,36
32.761383,-97.139785,131,181,36
32.761383,-97.139785,132,3,36
32.761383,-97.139785,132,11,36
32.761383,-97.139785,132,19,36
32.761383,-97.139785,132,27,36
32.761383,-97.139785,132,35,36
32.761383,-97.139785,132,43,36
32.761383,-97.139785,132,51,36
32.761383,-97.139785,132,59,36
32.761383,-97.139785,132,67,36
32.761383,-97.139785,132,75,36
32.761383,-97.139785,132,83,36
32.761383,-97.139785,132,91,36
32.761383,-97.139785,132,123,36
32.761383,-97.139785,132,131,36
32.761383,-97.139785,132,139,36
32.761383,-97.139785,132,147,36
32.761383,-97.139785,132,155,36
32.761383,-97.139785,132,163,36
32.761383,-97.139785,132,171,36
32.761383,-97.139785,132,179,36
32.761383,-97.139785,133,7,36
32.761383,-97.139785,133,23,36
32.761383,-97.139785,133,39,36
32.761383,-97.139785,133,55,36
32.761383,-97.139785,133,71,36
32.761383,-97.139785,133,87,36
32.761383,-97.139785,133,135,36
32.761383,-97.139785,133,151,36
32.761383,-97.139785,133,167,36
32.761383,-97.139785,134,15,36
32.761383,-97.139785,134,47,36
32.761383,-97.139785,134,79,36
32.761383,-97.139785,134,143,36
32.761383,-97.139785,136,2,36
32.770346,-97.139914,131,1,36
32.770346,-97.139914,131,5,36
32.770346,-97.139914,131,9,36
32.770346,-97.139914,131,13,36
32.770346,-97.139914,131,17,36
32.770346,-97.139914,131,21,36
32.770346,-97.139914,131,25,36
32.770346,-97.139914,131,29,36
32.770346,-97.139914,131,33,36
32.770346,-97.139914,131,37,36
32.770346,-97.139914,131,41,36
32.770346,-97.139914,131,45,36
32.770346,-97.139914,131,49,36
32.770346,-97.139914,131,53,36
32.770346,-97.139914,131,57,36
32.770346,-97.139914,131,61,36
32.770346,-97.139914,131,65,36
32.770346,-97.139914,131,69,36
32.770346,-97.139914,131,73,36
32.770346,-97.139914,131,77,36
32.770346,-97.139914,131,81,36
32.770346,-97.139914,131,85,36
32.770346,-97.139914,131,89,36
32.770346,-97.139914,131,93,36
32.770346,-97.139914,131,117,36
32.770346,-97.139914,131,121,36
32.770346,-97.139914,131,125,36
32.770346,-97.139914,131,129,36
32.770346,-97.139914,131,133,36
32.770346,-97.139914,131,137,36
32.770346,-97.139914,131,141,36
32.770346,-97.139914,131,145,36
32.770346,-97.139914,131,149,36
32.770346,-97.139914,131,153,36
32.770346,-97.139914,131,157,36
32.770346,-97.139914,131,161,36
32.770346,-97.139914,131,165,36
32.770346,-97.139914,131,169,36
32.770346,-97.139914,131,173,36
32.770346,-97.139914,131,177,36
32.770346,-97.139914,131,181,36
32.770346,-97.139914,132,3,36
32.770346,-97.139914,132,11,36
32.770346,-97.139914,132,19,36
32.770346,-97.139914,132,27,36
32.770346,-97.139914,132,35,36
32.770346,-97.139914,132,43,36
32.770346,-97.139914,132,51,36
32.770346,-97.139914,132,59,36
32.770346,-97.139914,132,67,36
32.770346,-97.139914,132,75,36
32.770346,-97.139914,132,83,36
32.770346,-97.139914,132,91,36
32.770346,-97.139914,132,123,36
32.770346,-97.139914,132,131,36
32.770346,-97.139914,132,139,36
32.770346,-97.139914,132,147,36
32.770346,-97.139914,132,155,36
32.770346,-97.139914,132,163,36
32.770346,-97.139914,132,171,36
32.770346,-97.139914,132,179,36
32.770346,-97.139914,133,7,36
32.770346,-97.139914,133,23,36
32.770346,-97.139914,133,39,36
32.770346,-97.139914,133,55,36
32.770346,-97.139914,133,71,36
32.770346,-97.139914,133,87,36
32.770346,-97.139914,133,135,36
32.770346,-97.139914,133,151,36
32.770346,-97.139914,133,167,36
32.770346,-97.139914,134,15,36
32.770346,-97.139914,134,47,36
32.770346,-97.139914,134,79,36
32.770346,-97.139914,134,143,36
32.770346,-97.139914,136,2,36
32.779309,-97.140043,131,1,36
32.779309,-97.140043,131,5,36
32.779309,-97.140043,131,9,36
32.779309,-97.140043,131,13,36
32.779309,-97.140043,131,17,36
32.779309,-97.140043,131,21,36
32.779309,-97.140043,131,25,36
32.779309,-97.140043,131,29,36
32.779309,-97.140043,131,33,36
32.779309,-97.140043,131,37,36
32.779309,-97.140043,131,41,36
32.779309,-97.140043,131,45,36
32.779309,-97.140043,131,49,36
32.779309,-97.140043,131,53,36
32.779309,-97.140043,131,57,36
32.779309,-97.140043,131,61,36
32.779309,-97.140043,131,65,36
32.779309,-97.140043,131,69,36
32.779309,-97.140043,131,73,36
32.779309,-97.140043,131,77,36
32.779309,-97.140043,131,81,36
32.779309,-97.140043,131,85,36
32.779309,-97.140043,131,89,36
32.779309,-97.140043,131,93,36
32.779309,-97.140043,131,117,36
32.779309,-97.140043,131,121,36
32.779309,-97.140043,131,125,36
32.779309,-97.140043,131,129,36
32.779309,-97.140043,131,133,36
32.779309,-97.140043,131,137,36
32.779309,-97.140043,131,141,36
32.779309,-97.140043,131,145,36
32.779309,-97.140043,131,149,36
32.779309,-97.140043,131,153,36
32.779309,-97.140043,131,157,36
32.779309,-97.140043,131,161,36
32.779309,-97.140043,131,165,36
32.779309,-97.140043,131,169,36
32.779309,-97.140043,131,173,36
32.779309,-97.140043,131,177,36
32.779309,-97.140043,131,181,36
32.779309,-97.140043,132,3,36
32.779309,-97.140043,132,11,36
32.779309,-97.140043,132,19,36
32.779309,-97.140043,132,27,36
32.779309,-97.140043,132,35,36
32.779309,-97.140043,132,43,36
32.779309,-97.140043,132,51,36
32.779309,-97.140043,132,59,36
32.779309,-97.140043,132,67,36
32.779309,-97.140043,132,75,36
32.779309,-97.140043,132,83,36
32.779309,-97.140043,132,91,36
32.779309,-97.140043,132,123,36
32.779309,-97.140043,132,131,36
32.779309,-97.140043,132,139,36
32.779309,-97.140043,132,147,36
32.779309,-97.140043,132,155,36
32.779309,-97.140043,132,163,36
32.779309,-97.140043,132,171,36
32.779309,-97.140043,132,179,36
32.779309,-97.140043,133,7,36
32.779309,-97.140043,133,23,36
32.779309,-97.140043,133,39,36
32.779309,-97.140043,133,55,36
32.779309,-97.140043,133,71,36
32.779309,-97.140043,133,87,36
32.779309,-97.140043,133,135,36
32.779309,-97.140043,133,151,36
32.779309,-97.140043,133,167,36
32.779309,-97.140043,134,15,36
32.779309,-97.140043,134,47,36
32.779309,-97.140043,134,79,36
32.779309,-97.140043,134,143,36
32.779309,-97.140043,136,2,36
32.788271,-97.140172,131,1,36
32.788271,-97.140172,131,5,36
32.788271,-97.140172,131,9,36
32.788271,-97.140172,131,13,36
32.788271,-97.140172,131,17,36
32.788271,-97.140172,131,21,36
32.788271,-97.140172,131,25,36
32.788271,-97.140172,131,29,36
32.788271,-97.140172,131,33,36
32.788271,-97.140172,131,37,36
32.788271,-97.140172,131,41,36
32.788271,-97.140172,131,45,36
32.788271,-97.140172,131,49,36
32.788271,-97.140172,131,53,36
32.788271,-97.140172,131,57,36
32.788271,-97.140172,131,61,36
32.788271,-97.140172,131,65,36
32.788271,-97.140172,131,69,36
32.788271,-97.140172,131,73,36
32.788271,-97.140172,131,77,36
32.788271,-97.140172,131,81,36
32.788271,-97.140172,131,85,36
32.788271,-97.140172,131,89,36
32.788271,-97.140172,131,93,36
32.788271,-97.140172,131,117,36
32.788271,-97.140172,131,121,36
32.788271,-97.140172,131,125,36
32.788271,-97.140172,131,129,36
32.788271,-97.140172,131,133,36
32.788271,-97.140172,131,137,36
32.788271,-97.140172,131,141,36
32.788271,-97.140172,131,145,36
32.788271,-97.140172,131,149,36
32.788271,-97.140172,131,153,36
32.788271,-97.140172,131,157,36
32.788271,-97.140172,131,161,36
32.788271,-97.140172,131,165,36
32.788271,-97.140172,131,169,36
32.788271,-97.140172,131,173,36
32.788271,-97.140172,131,177,36
32.788271,-97.140172,131,181,36
32.788271,-97.140172,132,3,36
32.788271,-97.140172,132,11,36
32.788271,-97.140172,132,19,36
32.788271,-97.140172,132,27,36
32.788271,-97.140172,132,35,36
32.788271,-97.140172,132,43,36
32.788271,-97.140172,132,51,36
32.788271,-97.140172,132,59,36
32.788271,-97.140172,132,67,36
32.788271,-97.140172,132,75,36
32.788271,-97.140172,132,83,36
32.788271,-97.140172,132,91,36
32.788271,-97.140172,132,123,36
32.788271,-97.140172,132,131,36
32.788271,-97.140172,132,139,36
32.788271,-97.140172,132,147,36
32.788271,-97.140172,132,155,36
32.788271,-97.140172,132,163,36
32.788271,-97.140172,132,171,36
32.788271,-97.140172,132,179,36
32.788271,-97.140172,133,7,36
32.788271,-97.140172,133,23,36
32.788271,-97.140172,133,39,36
32.788271,-97.140172,133,55,36
32.788271,-97.140172,133,71,36
32.788271,-97.140172,133,87,36
32.788271,-97.140172,133,135,36
32.788271,-97.140172,133,151,36
32.788271,-97.140172,133,167,36
32.788271,-97.140172,134,15,36
32.788271,-97.140172,134,47,36
32.788271,-97.140172,134,79,36
32.788271,-97.140172,134,143,36
32.788271,-97.140172,136,2,36
32.797234,-97.1403,131,1,36
32.797234,-97.1403,131,5,36
32.797234,-97.1403,131,9,36
32.797234,-97.1403,131,13,36
32.797234,-97.1403,131,17,36
32.797234,-97.1403,131,21,36
32.797234,-97.1403,131,25,36
32.797234,-97.1403,131,29,36
32.797234,-97.1403,131,33,36
32.797234,-97.1403,131,37,36
32.797234,-97.1403,131,41,36
32.797234,-97.1403,131,45,36
32.797234,-97.1403,131,49,36
32.797234,-97.1403,131,53,36
32.797234,-97.1403,131,57,36
32.797234,-97.1403,131,61,36
32.797234,-97.1403,131,65,36
32.797234,-97.1403,131,69,36
32.797234,-97.1403,131,73,36
32.797234,-97.1403,131,77,36
32.797234,-97.1403,131,81,36
32.797234,-97.1403,131,85,36
32.797234,-97.1403,131,89,36
32.797234,-97.1403,131,93,36
32.797234,-97.1403,131,117,36
32.797234,-97.1403,131,121,36
32.797234,-97.1403,131,125,36
32.797234,-97.1403,131,129,36
32.797234,-97.1403,131,133,36
32.797234,-97.1403,131,137,36
32.797234,-97.1403,131,141,36
32.797234,-97.1403,131,145,36
32.797234,-97.1403,131,149,36
32.797234,-97.1403,131,153,36
32.797234,-97.1403,131,157,36
32.797234,-97.1403,131,161,36
32.797234,-97.1403,131,165,36
32.797234,-97.1403,131,169,36
32.797234,-97.1403,131,173,36
32.797234,-97.1403,131,177,36
32.797234,-97.1403,131,181,36
32.797234,-97.1403,132,3,36
32.797234,-97.1403,132,11,36
32.797234,-97.1403,132,19,36
32.797234,-97.1403,132,27,36
32.797234,-97.1403,132,35,36
32.797234,-97.1403,132,43,36
32.797234,-97.1403,132,51,36
32.797234,-97.1403,132,59,36
32.797234,-97.1403,132,67,36
32.797234,-97.1403,132,75,36
32.797234,-97.1403,132,83,36
32.797234,-97.1403,132,91,36
32.797234,-97.1403,132,123,36
32.797234,-97.1403,132,131,36
32.797234,-97.1403,132,139,36
32.797234,-97.1403,132,147,36
32.797234,-97.1403,132,155,36
32.797234,-97.1403,132,163,36
32.797234,-97.1403,132,171,36
32.797234,-97.1403,132,179,36
32.797234,-97.1403,133,7,36
32.797234,-97.1403,133,23,36
32.797234,-97.1403,133,39,36
32.797234,-97.1403,133,55,36
32.797234,-97.1403,133,71,36
32.797234,-97.1403,133,87,36
32.797234,-97.1403,133,135,36
32.797234,-97.1403,133,151,36
32.797234,-97.1403,133,167,36
32.797234,-97.1403,134,15,36
32.797234,-97.1403,134,47,36
32.797234,-97.1403,134,79,36
32.797234,-97.1403,134,143,36
32.797234,-97.1403,136,2,36
32.806196,-97.140429,131,1,36
32.806196,-97.140429,131,5,36
32.806196,-97.140429,131,9,21.57306
32.806196,-97.140429,131,13,21.888447
32.806196,-97.140429,131,17,36
32.806196,-97.140429,131,21,36
32.806196,-97.140429,131,25,36
32.806196,-97.140429,131,29,36
32.806196,-97.140429,131,33,36
32.806196,-97.140429,131,37,36
32.806196,-97.140429,131,41,36
32.806196,-97.140429,131,45,36
32.806196,-97.140429,131,49,36
32.806196,-97.140429,131,53,36
32.806196,-97.140429,131,57,36
32.806196,-97.140429,131,61,36
32.806196,-97.140429,131,65,36
32.806196,-97.140429,131,69,36
32.806196,-97.140429,131,73,36
32.806196,-97.140429,131,77,36
32.806196,-97.140429,131,81,36
32.806196,-97.140429,131,85,36
32.806196,-97.140429,131,89,36
32.806196,-97.140429,131,93,36
32.806196,-97.140429,131,117,36
32.806196,-97.140429,131,121,36
32.806196,-97.140429,131,125,36
32.806196,-97.140429,131,129,36
32.806196,-97.140429,131,133,36
32.806196,-97.140429,131,137,36
32.806196,-97.140429,131,141,36
32.806196,-97.140429,131,145,36
32.806196,-97.140429,131,149,36
32.806196,-97.140429,131,153,36
32.806196,-97.140429,131,157,36
32.806196,-97.140429,131,161,36
32.806196,-97.140429,131,165,36
32.806196,-97.140429,131,169,36
32.806196,-97.140429,131,173,36
32.806196,-97.140429,131,177,36
32.806196,-97.140429,131,181,36
32.806196,-97.140429,132,3,36
32.806196,-97.140429,132,11,21.803175
32.806196,-97.140429,132,19,36
32.806196,-97.140429,132,27,36
32.806196,-97.140429,132,35,36
32.806196,-97.140429,132,43,36
32.806196,-97.140429,132,51,36
32.806196,-97.140429,132,59,36
32.806196,-97.140429,132,67,36
32.806196,-97.140429,132,75,36
32.806196,-97.140429,132,83,36
32.806196,-97.140429,132,91,36
32.806196,-97.140429,132,123,36
32.806196,-97.140429,132,131,36
32.806196,-97.140429,132,139,36
32.806196,-97.140429,132,147,36
32.806196,-97.140429,132,155,36
32.806196,-97.140429,132,163,36
32.806196,-97.140429,132,171,36
32.806196,-97.140429,132,179,36
32.806196,-97.140429,133,7,24.782614
32.806196,-97.140429,133,23,36
32.806196,-97.140429,133,39,36
32.806196,-97.140429,133,55,36
32.806196,-97.140429,133,71,36
32.806196,-97.140429,133,87,36
32.806196,-97.140429,133,135,36
32.806196,-97.140429,133,151,36
32.806196,-97.140429,133,167,36
32.806196,-97.140429,134,15,27.854533
32.806196,-97.140429,134,47,36
32.806196,-97.140429,134,79,36
32.806196,-97.140429,134,143,36
32.806196,-97.140429,136,2,36
32.815159,-97.140558,131,1,36
32.815159,-97.140558,131,5,36
32.815159,-97.140558,131,9,36
32.815159,-97.140558,131,13,36
32.815159,-97.140558,131,17,36
32.815159,-97.140558,131,21,36
32.815159,-97.140558,131,25,36
32.815159,-97.140558,131,29,36
32.815159,-97.140558,131,33,36
32.815159,-97.140558,131,37,36
32.815159,-97.140558,131,41,36
32.815159,-97.140558,131,45,36
32.815159,-97.140558,131,49,36
32.815159,-97.140558,131,53,36
32.815159,-97.140558,131,57,36
32.815159,-97.140558,131,61,36
32.815159,-97.140558,131,65,36
32.815159,-97.140558,131,69,36
32.815159,-97.140558,131,73,36
32.815159,-97.140558,131,77,36
32.815159,-97.140558,131,81,36
32.815159,-97.140558,131,85,36
32.815159,-97.140558,131,89,36
32.815159,-97.140558,131,93,36
32.815159,-97.140558,131,117,36
32.815159,-97.140558,131,121,36
32.815159,-97.140558,131,125,36
32.815159,-97.140558,131,129,36
32.815159,-97.140558,131,133,36
32.815159,-97.140558,131,137,36
32.815159,-97.140558,131,141,36
32.815159,-97.140558,131,145,36
32.815159,-97.140558,131,149,36
32.815159,-97.140558,131,153,36
32.815159,-97.140558,131,157,36
32.815159,-97.140558,131,161,36
32.815159,-97.140558,131,165,36
32.815159,-97.140558,131,169,36
32.815159,-97.140558,131,173,36
32.815159,-97.140558,131,177,36
32.815159,-97.140558,131,181,36
32.815159,-97.140558,132,3,36
32.815159,-97.140558,132,11,36
32.815159,-97.140558,132,19,36
32.815159,-97.140558,132,27,36
32.815159,-97.140558,132,35,36
32.815159,-97.140558,132,43,36
32.815159,-97.140558,132,51,36
32.815159,-97.140558,132,59,36
32.815159,-97.140558,132,67,36
32.815159,-97.140558,132,75,36
32.815159,-97.140558,132,83,36
32.815159,-97.140558,132,91,36
32.815159,-97.140558,132,123,36
32.815159,-97.140558,132,131,36
32.815159,-97.140558,132,139,36
32.815159,-97.140558,132,147,36
32.815159,-97.140558,132,155,36
32.815159,-97.140558,132,163,36
32.815159,-97.140558,132,171,36
32.815159,-97.140558,132,179,36
32.815159,-97.140558,133,7,36
32.815159,-97.140558,133,23,36
32.815159,-97.140558,133,39,36
32.815159,-97.140558,133,55,36
32.815159,-97.140558,133,71,36
32.815159,-97.140558,133,87,36
32.815159,-97.140558,133,135,36
32.815159,-97.140558,133,151,36
32.815159,-97.140558,133,167,36
32.815159,-97.140558,134,15,36
32.815159,-97.140558,134,47,36
32.815159,-97.140558,134,79,36
32.815159,-97.140558,134,143,36
32.815159,-97.140558,136,2,36
32.824121,-97.140687,131,1,36
32.824121,-97.140687,131,5,36
32.824121,-97.140687,131,9,36
32.824121,-97.140687,131,13,36
32.824121,-97.140687,131,17,36
32.824121,-97.140687,131,21,36
32.824121,-97.140687,131,25,36
32.824121,-97.140687,131,29,36
32.824121,-97.140687,131,33,36
32.824121,-97.140687,131,37,36
32.824121,-97.140687,131,41,36
32.824121,-97.140687,131,45,36
32.824121,-97.140687,131,49,36
32.824121,-97.140687,131,53,36
32.824121,-97.140687,131,57,36
32.824121,-97.140687,131,61,36
32.824121,-97.140687,131,65,36
32.824121,-97.140687,131,69,36
32.824121,-97.140687,131,73,36
32.824121,-97.140687,131,77,36
32.824121,-97.140687,131,81,36
32.824121,-97.140687,131,85,36
32.824121,-97.140687,131,89,36
32.824121,-97.140687,131,93,36
32.824121,-97.140687,131,117,36
32.824121,-97.140687,131,121,36
32.824121,-97.140687,131,125,36
32.824121,-97.140687,131,129,36
32.824121,-97.140687,131,133,36
32.824121,-97.140687,131,137,36
32.824121,-97.140687,131,141,36
32.824121,-97.140687,131,145,36
32.824121,-97.140687,131,149,36
32.824121,-97.140687,131,153,36
32.824121,-97.140687,131,157,36
32.824121,-97.140687,131,161,36
32.824121,-97.140687,131,165,36
32.824121,-97.140687,131,169,36
32.824121,-97.140687,131,173,36
32.824121,-97.140687,131,177,36
32.824121,-97.140687,131,181,36
32.824121,-97.140687,132,3,36
32.824121,-97.140687,132,11,36
32.824121,-97.140687,132,19,36
32.824121,-97.140687,132,27,36
32.824121,-97.140687,132,35,36
32.824121,-97.140687,132,43,36
32.824121,-97.140687,132,51,36
32.824121,-97.140687,132,59,36
32.824121,-97.140687,132,67,36
32.824121,-97.140687,132,75,36
32.824121,-97.140687,132,83,36
32.824121,-97.140687,132,91,36
