Lat, Long, OperatingClass, ChannelIndex, MaxEirp
32.761056,-97.171989,131,177,36
32.761056,-97.171989,131,181,36
32.761056,-97.171989,132,3,36
32.761056,-97.171989,132,11,36
32.761056,-97.171989,132,19,36
32.761056,-97.171989,132,27,36
32.761056,-97.171989,132,35,36
32.761056,-97.171989,132,43,36
32.761056,-97.171989,132,51,36
32.761056,-97.171989,132,59,36
32.761056,-97.171989,132,67,36
32.761056,-97.171989,132,75,36
32.761056,-97.171989,132,83,36
32.761056,-97.171989,132,91,36
32.761056,-97.171989,132,123,36
32.761056,-97.171989,132,131,36
32.761056,-97.171989,132,139,36
32.761056,-97.171989,132,147,36
32.761056,-97.171989,132,155,36
32.761056,-97.171989,132,163,36
32.761056,-97.171989,132,171,36
32.761056,-97.171989,132,179,36
32.761056,-97.171989,133,7,36
32.761056,-97.171989,133,23,36
32.761056,-97.171989,133,39,36
32.761056,-97.171989,133,55,36
32.761056,-97.171989,133,71,36
32.761056,-97.171989,133,87,36
32.761056,-97.171989,133,135,36
32.761056,-97.171989,133,151,36
32.761056,-97.171989,133,167,36
32.761056,-97.171989,134,15,36
32.761056,-97.171989,134,47,36
32.761056,-97.171989,134,79,36
32.761056,-97.171989,134,143,36
32.761056,-97.171989,136,2,36
32.770019,-97.172122,131,1,36
32.770019,-97.172122,131,5,36
32.770019,-97.172122,131,9,36
32.770019,-97.172122,131,13,36
32.770019,-97.172122,131,17,36
32.770019,-97.172122,131,21,36
32.770019,-97.172122,131,25,36
32.770019,-97.172122,131,29,36
32.770019,-97.172122,131,33,36
32.770019,-97.172122,131,37,36
32.770019,-97.172122,131,41,36
32.770019,-97.172122,131,45,36
32.770019,-97.172122,131,49,36
32.770019,-97.172122,131,53,36
32.770019,-97.172122,131,57,36
32.770019,-97.172122,131,61,36
32.770019,-97.172122,131,65,36
32.770019,-97.172122,131,69,36
32.770019,-97.172122,131,73,36
32.770019,-97.172122,131,77,36
32.770019,-97.172122,131,81,36
32.770019,-97.172122,131,85,36
32.770019,-97.172122,131,89,36
32.770019,-97.172122,131,93,36
32.770019,-97.172122,131,117,36
32.770019,-97.172122,131,121,36
32.770019,-97.172122,131,125,36
32.770019,-97.172122,131,129,36
32.770019,-97.172122,131,133,36
32.770019,-97.172122,131,137,36
32.770019,-97.172122,131,141,36
32.770019,-97.172122,131,145,36
32.770019,-97.172122,131,149,36
32.770019,-97.172122,131,153,36
32.770019,-97.172122,131,157,36
32.770019,-97.172122,131,161,36
32.770019,-97.172122,131,165,36
32.770019,-97.172122,131,169,36
32.770019,-97.172122,131,173,36
32.770019,-97.172122,131,177,36
32.770019,-97.172122,131,181,36
32.770019,-97.172122,132,3,36
32.770019,-97.172122,132,11,36
32.770019,-97.172122,132,19,36
32.770019,-97.172122,132,27,36
32.770019,-97.172122,132,35,36
32.770019,-97.172122,132,43,36
32.770019,-97.172122,132,51,36
32.770019,-97.172122,132,59,36
32.770019,-97.172122,132,67,36
32.770019,-97.172122,132,75,36
32.770019,-97.172122,132,83,36
32.770019,-97.172122,132,91,36
32.770019,-97.172122,132,123,36
32.770019,-97.172122,132,131,36
32.770019,-97.172122,132,139,36
32.770019,-97.172122,132,147,36
32.770019,-97.172122,132,155,36
32.770019,-97.172122,132,163,36
32.770019,-97.172122,132,171,36
32.770019,-97.172122,132,179,36
32.770019,-97.172122,133,7,36
32.770019,-97.172122,133,23,36
32.770019,-97.172122,133,39,36
32.770019,-97.172122,133,55,36
32.770019,-97.172122,133,71,36
32.770019,-97.172122,133,87,36
32.770019,-97.172122,133,135,36
32.770019,-97.172122,133,151,36
32.770019,-97.172122,133,167,36
32.770019,-97.172122,134,15,36
32.770019,-97.172122,134,47,36
32.770019,-97.172122,134,79,36
32.770019,-97.172122,134,143,36
32.770019,-97.172122,136,2,36
32.778981,-97.172254,131,1,36
32.778981,-97.172254,131,5,36
32.778981,-97.172254,131,9,35.258007
32.778981,-97.172254,131,13,35.571384
32.778981,-97.172254,131,17,36
32.778981,-97.172254,131,21,36
32.778981,-97.172254,131,25,36
32.778981,-97.172254,131,29,36
32.778981,-97.172254,131,33,36
32.778981,-97.172254,131,37,36
32.778981,-97.172254,131,41,36
32.778981,-97.172254,131,45,35.181773
32.778981,-97.172254,131,49,22.876281
32.778981,-97.172254,131,53,22.894299
32.778981,-97.172254,131,57,24.189764
32.778981,-97.172254,131,61,36
32.778981,-97.172254,131,65,36
32.778981,-97.172254,131,69,36
32.778981,-97.172254,131,73,35.253416
32.778981,-97.172254,131,77,21.638364
32.778981,-97.172254,131,81,21.386673
32.778981,-97.172254,131,85,20.241999
32.778981,-97.172254,131,89,26.058171
32.778981,-97.172254,131,93,36
32.778981,-97.172254,131,117,36
32.778981,-97.172254,131,121,36
32.778981,-97.172254,131,125,36
32.778981,-97.172254,131,129,36
32.778981,-97.172254,131,133,36
32.778981,-97.172254,131,137,36
32.778981,-97.172254,131,141,36
32.778981,-97.172254,131,145,36
32.778981,-97.172254,131,149,36
32.778981,-97.172254,131,153,36
32.778981,-97.172254,131,157,36
32.778981,-97.172254,131,161,36
32.778981,-97.172254,131,165,36
32.778981,-97.172254,131,169,36
32.778981,-97.172254,131,173,36
32.778981,-97.172254,131,177,36
32.778981,-97.172254,131,181,36
32.778981,-97.172254,132,3,36
32.778981,-97.172254,132,11,35.487115
32.778981,-97.172254,132,19,36
32.778981,-97.172254,132,27,36
32.778981,-97.172254,132,35,36
32.778981,-97.172254,132,43,36
32.778981,-97.172254,132,51,22.937689
32.778981,-97.172254,132,59,27.199445
32.778981,-97.172254,132,67,36
32.778981,-97.172254,132,75,24.625567
32.778981,-97.172254,132,83,22.354715
32.778981,-97.172254,132,91,29.045186
32.778981,-97.172254,132,123,36
32.778981,-97.172254,132,131,36
32.778981,-97.172254,132,139,36
32.778981,-97.172254,132,147,36
32.778981,-97.172254,132,155,36
32.778981,-97.172254,132,163,36
32.778981,-97.172254,132,171,36
32.778981,-97.172254,132,179,36
